Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Servicios;Horas no trabajadas y no pagadas;2016T1;0,3
Servicios;Horas no trabajadas y no pagadas;2015T4;0,3
Servicios;Horas no trabajadas y no pagadas;2015T3;0,3
Servicios;Horas no trabajadas y no pagadas;2015T2;0,3
Servicios;Horas no trabajadas y no pagadas;2015T1;0,3
Servicios;Horas no trabajadas y no pagadas;2014T4;0,3
Servicios;Horas no trabajadas y no pagadas;2014T3;0,3
Servicios;Horas no trabajadas y no pagadas;2014T2;0,2
Servicios;Horas no trabajadas y no pagadas;2014T1;0,2
Servicios;Horas no trabajadas y no pagadas;2013T4;0,3
Servicios;Horas no trabajadas y no pagadas;2013T3;0,3
Servicios;Horas no trabajadas y no pagadas;2013T2;0,3
Servicios;Horas no trabajadas y no pagadas;2013T1;0,2
Servicios;Horas no trabajadas y no pagadas;2012T4;0,4
Servicios;Horas no trabajadas y no pagadas;2012T3;0,2
Servicios;Horas no trabajadas y no pagadas;2012T2;0,2
Servicios;Horas no trabajadas y no pagadas;2012T1;0,3
Servicios;Horas no trabajadas y no pagadas;2011T4;0,2
Servicios;Horas no trabajadas y no pagadas;2011T3;0,2
Servicios;Horas no trabajadas y no pagadas;2011T2;0,2
Servicios;Horas no trabajadas y no pagadas;2011T1;0,2
Servicios;Horas no trabajadas y no pagadas;2010T4;0,2
Servicios;Horas no trabajadas y no pagadas;2010T3;0,2
Servicios;Horas no trabajadas y no pagadas;2010T2;0,2
Servicios;Horas no trabajadas y no pagadas;2010T1;0,2
Servicios;Horas no trabajadas y no pagadas;2009T4;0,2
Servicios;Horas no trabajadas y no pagadas;2009T3;0,2
Servicios;Horas no trabajadas y no pagadas;2009T2;0,1
Servicios;Horas no trabajadas y no pagadas;2009T1;0,1
Servicios;Horas no trabajadas y no pagadas;2008T4;0,1
Servicios;Horas no trabajadas y no pagadas;2008T3;0,1
Servicios;Horas no trabajadas y no pagadas;2008T2;0,2
Servicios;Horas no trabajadas y no pagadas;2008T1;0,1
Servicios;Horas no trabajadas por vacaciones;2024T4;5,1
Servicios;Horas no trabajadas por vacaciones;2024T3;19,4
Servicios;Horas no trabajadas por vacaciones;2024T2;3,3
Servicios;Horas no trabajadas por vacaciones;2024T1;3,3
Servicios;Horas no trabajadas por vacaciones;2023T4;4,9
Servicios;Horas no trabajadas por vacaciones;2023T3;19,1
Servicios;Horas no trabajadas por vacaciones;2023T2;3,4
Servicios;Horas no trabajadas por vacaciones;2023T1;3
Servicios;Horas no trabajadas por vacaciones;2022T4;4,9
Servicios;Horas no trabajadas por vacaciones;2022T3;18,9
Servicios;Horas no trabajadas por vacaciones;2022T2;3,2
Servicios;Horas no trabajadas por vacaciones;2022T1;2,8
Servicios;Horas no trabajadas por vacaciones;2021T4;4,6
Servicios;Horas no trabajadas por vacaciones;2021T3;19,5
Servicios;Horas no trabajadas por vacaciones;2021T2;2,7
Servicios;Horas no trabajadas por vacaciones;2021T1;2,7
Servicios;Horas no trabajadas por vacaciones;2020T4;4,5
Servicios;Horas no trabajadas por vacaciones;2020T3;18,2
Servicios;Horas no trabajadas por vacaciones;2020T2;2,2
Servicios;Horas no trabajadas por vacaciones;2020T1;3
Servicios;Horas no trabajadas por vacaciones;2019T4;4,7
Servicios;Horas no trabajadas por vacaciones;2019T3;19,7
Servicios;Horas no trabajadas por vacaciones;2019T2;3,3
Servicios;Horas no trabajadas por vacaciones;2019T1;2,8
Servicios;Horas no trabajadas por vacaciones;2018T4;4,4
Servicios;Horas no trabajadas por vacaciones;2018T3;19,8
Servicios;Horas no trabajadas por vacaciones;2018T2;3,1
Servicios;Horas no trabajadas por vacaciones;2018T1;2,9
Servicios;Horas no trabajadas por vacaciones;2017T4;4,6
Servicios;Horas no trabajadas por vacaciones;2017T3;19,2
Servicios;Horas no trabajadas por vacaciones;2017T2;3,2
Servicios;Horas no trabajadas por vacaciones;2017T1;2,7
Servicios;Horas no trabajadas por vacaciones;2016T4;4,6
Servicios;Horas no trabajadas por vacaciones;2016T3;19,9
Servicios;Horas no trabajadas por vacaciones;2016T2;2,9
Servicios;Horas no trabajadas por vacaciones;2016T1;3
Servicios;Horas no trabajadas por vacaciones;2015T4;4,7
Servicios;Horas no trabajadas por vacaciones;2015T3;20,2
Servicios;Horas no trabajadas por vacaciones;2015T2;3,1
Servicios;Horas no trabajadas por vacaciones;2015T1;2,6
Servicios;Horas no trabajadas por vacaciones;2014T4;4,7
Servicios;Horas no trabajadas por vacaciones;2014T3;20,7
Servicios;Horas no trabajadas por vacaciones;2014T2;3,2
Servicios;Horas no trabajadas por vacaciones;2014T1;2,5
Servicios;Horas no trabajadas por vacaciones;2013T4;4,8
Servicios;Horas no trabajadas por vacaciones;2013T3;21,2
Servicios;Horas no trabajadas por vacaciones;2013T2;3
Servicios;Horas no trabajadas por vacaciones;2013T1;2,6
Servicios;Horas no trabajadas por vacaciones;2012T4;4,8
Servicios;Horas no trabajadas por vacaciones;2012T3;21,2
Servicios;Horas no trabajadas por vacaciones;2012T2;3,3
Servicios;Horas no trabajadas por vacaciones;2012T1;2,5
Servicios;Horas no trabajadas por vacaciones;2011T4;4,7
Servicios;Horas no trabajadas por vacaciones;2011T3;21,3
Servicios;Horas no trabajadas por vacaciones;2011T2;3,3
Servicios;Horas no trabajadas por vacaciones;2011T1;2,4
Servicios;Horas no trabajadas por vacaciones;2010T4;4,6
Servicios;Horas no trabajadas por vacaciones;2010T3;20,3
Servicios;Horas no trabajadas por vacaciones;2010T2;3,1
Servicios;Horas no trabajadas por vacaciones;2010T1;2,5
Servicios;Horas no trabajadas por vacaciones;2009T4;4,7
Servicios;Horas no trabajadas por vacaciones;2009T3;21,2
Servicios;Horas no trabajadas por vacaciones;2009T2;3,4
Servicios;Horas no trabajadas por vacaciones;2009T1;2,5
Servicios;Horas no trabajadas por vacaciones;2008T4;4,9
Servicios;Horas no trabajadas por vacaciones;2008T3;20,7
Servicios;Horas no trabajadas por vacaciones;2008T2;3
Servicios;Horas no trabajadas por vacaciones;2008T1;2,6
Servicios;Horas no trabajadas por fiestas;2024T4;9,1
Servicios;Horas no trabajadas por fiestas;2024T3;3,5
Servicios;Horas no trabajadas por fiestas;2024T2;4,9
Servicios;Horas no trabajadas por fiestas;2024T1;7,3
Servicios;Horas no trabajadas por fiestas;2023T4;10,5
Servicios;Horas no trabajadas por fiestas;2023T3;3,2
Servicios;Horas no trabajadas por fiestas;2023T2;7,9
Servicios;Horas no trabajadas por fiestas;2023T1;4
Servicios;Horas no trabajadas por fiestas;2022T4;9,7
Servicios;Horas no trabajadas por fiestas;2022T3;3,3
Servicios;Horas no trabajadas por fiestas;2022T2;6,8
Servicios;Horas no trabajadas por fiestas;2022T1;4,4
Servicios;Horas no trabajadas por fiestas;2021T4;9,7
Servicios;Horas no trabajadas por fiestas;2021T3;1,6
Servicios;Horas no trabajadas por fiestas;2021T2;7,5
Servicios;Horas no trabajadas por fiestas;2021T1;5,9
Servicios;Horas no trabajadas por fiestas;2020T4;8,7
Servicios;Horas no trabajadas por fiestas;2020T3;2,8
Servicios;Horas no trabajadas por fiestas;2020T2;7,4
Servicios;Horas no trabajadas por fiestas;2020T1;5,4
Servicios;Horas no trabajadas por fiestas;2019T4;9
Servicios;Horas no trabajadas por fiestas;2019T3;3,1
Servicios;Horas no trabajadas por fiestas;2019T2;7,8
Servicios;Horas no trabajadas por fiestas;2019T1;4,5
Servicios;Horas no trabajadas por fiestas;2018T4;9,8
Servicios;Horas no trabajadas por fiestas;2018T3;3
Servicios;Horas no trabajadas por fiestas;2018T2;4,4
Servicios;Horas no trabajadas por fiestas;2018T1;7,3
Servicios;Horas no trabajadas por fiestas;2017T4;10,7
Servicios;Horas no trabajadas por fiestas;2017T3;3,4
Servicios;Horas no trabajadas por fiestas;2017T2;8
Servicios;Horas no trabajadas por fiestas;2017T1;4
Servicios;Horas no trabajadas por fiestas;2016T4;10,1
Servicios;Horas no trabajadas por fiestas;2016T3;3,5
Servicios;Horas no trabajadas por fiestas;2016T2;3,1
Servicios;Horas no trabajadas por fiestas;2016T1;9,2
Servicios;Horas no trabajadas por fiestas;2015T4;8,7
Servicios;Horas no trabajadas por fiestas;2015T3;2,9
Servicios;Horas no trabajadas por fiestas;2015T2;8,3
Servicios;Horas no trabajadas por fiestas;2015T1;5,7
Servicios;Horas no trabajadas por fiestas;2014T4;8,2
Servicios;Horas no trabajadas por fiestas;2014T3;3,3
Servicios;Horas no trabajadas por fiestas;2014T2;8,6
Servicios;Horas no trabajadas por fiestas;2014T1;5,4
Servicios;Horas no trabajadas por fiestas;2013T4;9,5
Servicios;Horas no trabajadas por fiestas;2013T3;3,2
Servicios;Horas no trabajadas por fiestas;2013T2;5,1
Servicios;Horas no trabajadas por fiestas;2013T1;8,2
Servicios;Horas no trabajadas por fiestas;2012T4;10,2
Servicios;Horas no trabajadas por fiestas;2012T3;3,1
Servicios;Horas no trabajadas por fiestas;2012T2;8
Servicios;Horas no trabajadas por fiestas;2012T1;4,2
Servicios;Horas no trabajadas por fiestas;2011T4;9,7
Servicios;Horas no trabajadas por fiestas;2011T3;3,6
Servicios;Horas no trabajadas por fiestas;2011T2;7,7
Servicios;Horas no trabajadas por fiestas;2011T1;4,6
Servicios;Horas no trabajadas por fiestas;2010T4;9,9
Servicios;Horas no trabajadas por fiestas;2010T3;1,7
Servicios;Horas no trabajadas por fiestas;2010T2;7,6
Servicios;Horas no trabajadas por fiestas;2010T1;6,4
Servicios;Horas no trabajadas por fiestas;2009T4;8,8
Servicios;Horas no trabajadas por fiestas;2009T3;3,1
Servicios;Horas no trabajadas por fiestas;2009T2;9
Servicios;Horas no trabajadas por fiestas;2009T1;6,4
Servicios;Horas no trabajadas por fiestas;2008T4;7,5
Servicios;Horas no trabajadas por fiestas;2008T3;4,1
Servicios;Horas no trabajadas por fiestas;2008T2;4,3
Servicios;Horas no trabajadas por fiestas;2008T1;8,7
Servicios;Horas no trabajadas por I.T;2024T4;7,7
Servicios;Horas no trabajadas por I.T;2024T3;7,5
Servicios;Horas no trabajadas por I.T;2024T2;7,8
Servicios;Horas no trabajadas por I.T;2024T1;7,8
Servicios;Horas no trabajadas por I.T;2023T4;7,5
Servicios;Horas no trabajadas por I.T;2023T3;7,1
Servicios;Horas no trabajadas por I.T;2023T2;7,2
Servicios;Horas no trabajadas por I.T;2023T1;7,2
Servicios;Horas no trabajadas por I.T;2022T4;6,9
Servicios;Horas no trabajadas por I.T;2022T3;6,5
Servicios;Horas no trabajadas por I.T;2022T2;7,2
Servicios;Horas no trabajadas por I.T;2022T1;8,5
Servicios;Horas no trabajadas por I.T;2021T4;6,6
Servicios;Horas no trabajadas por I.T;2021T3;6,3
Servicios;Horas no trabajadas por I.T;2021T2;6,7
Servicios;Horas no trabajadas por I.T;2021T1;7
Servicios;Horas no trabajadas por I.T;2020T4;6,8
Servicios;Horas no trabajadas por I.T;2020T3;6,1
Servicios;Horas no trabajadas por I.T;2020T2;7,4
Servicios;Horas no trabajadas por I.T;2020T1;6,2
Servicios;Horas no trabajadas por I.T;2019T4;5,7
Servicios;Horas no trabajadas por I.T;2019T3;5,2
Servicios;Horas no trabajadas por I.T;2019T2;5,7
Servicios;Horas no trabajadas por I.T;2019T1;5,7
Servicios;Horas no trabajadas por I.T;2018T4;5,3
Servicios;Horas no trabajadas por I.T;2018T3;4,9
Servicios;Horas no trabajadas por I.T;2018T2;5,2
Servicios;Horas no trabajadas por I.T;2018T1;5,2
Servicios;Horas no trabajadas por I.T;2017T4;4,8
Servicios;Horas no trabajadas por I.T;2017T3;4,5
Servicios;Horas no trabajadas por I.T;2017T2;5
Servicios;Horas no trabajadas por I.T;2017T1;4,8
Servicios;Horas no trabajadas por I.T;2016T4;4,6
Servicios;Horas no trabajadas por I.T;2016T3;4,4
Servicios;Horas no trabajadas por I.T;2016T2;4,8
Servicios;Horas no trabajadas por I.T;2016T1;4,8
Servicios;Horas no trabajadas por I.T;2015T4;4,4
Servicios;Horas no trabajadas por I.T;2015T3;4,1
Servicios;Horas no trabajadas por I.T;2015T2;4,5
Servicios;Horas no trabajadas por I.T;2015T1;4,5
Servicios;Horas no trabajadas por I.T;2014T4;4
Servicios;Horas no trabajadas por I.T;2014T3;3,6
Servicios;Horas no trabajadas por I.T;2014T2;4
Servicios;Horas no trabajadas por I.T;2014T1;4,1
Servicios;Horas no trabajadas por I.T;2013T4;3,7
Servicios;Horas no trabajadas por I.T;2013T3;3,4
Servicios;Horas no trabajadas por I.T;2013T2;3,6
Servicios;Horas no trabajadas por I.T;2013T1;3,7
Servicios;Horas no trabajadas por I.T;2012T4;3,5
Servicios;Horas no trabajadas por I.T;2012T3;3,3
Servicios;Horas no trabajadas por I.T;2012T2;3,7
Servicios;Horas no trabajadas por I.T;2012T1;4,3
Servicios;Horas no trabajadas por I.T;2011T4;4,2
Servicios;Horas no trabajadas por I.T;2011T3;4,1
Servicios;Horas no trabajadas por I.T;2011T2;4,5
Servicios;Horas no trabajadas por I.T;2011T1;4,8
Servicios;Horas no trabajadas por I.T;2010T4;4,4
Servicios;Horas no trabajadas por I.T;2010T3;4
Servicios;Horas no trabajadas por I.T;2010T2;4,6
Servicios;Horas no trabajadas por I.T;2010T1;4,8
Servicios;Horas no trabajadas por I.T;2009T4;4,9
Servicios;Horas no trabajadas por I.T;2009T3;4,5
Servicios;Horas no trabajadas por I.T;2009T2;5
Servicios;Horas no trabajadas por I.T;2009T1;5
Servicios;Horas no trabajadas por I.T;2008T4;4,7
Servicios;Horas no trabajadas por I.T;2008T3;4,6
Servicios;Horas no trabajadas por I.T;2008T2;5,2
Servicios;Horas no trabajadas por I.T;2008T1;5,4
Servicios;Horas no trabajadas por maternidad;2024T4;1
Servicios;Horas no trabajadas por maternidad;2024T3;1,1
Servicios;Horas no trabajadas por maternidad;2024T2;1
Servicios;Horas no trabajadas por maternidad;2024T1;1,1
Servicios;Horas no trabajadas por maternidad;2023T4;1,1
Servicios;Horas no trabajadas por maternidad;2023T3;1,1
Servicios;Horas no trabajadas por maternidad;2023T2;1,1
Servicios;Horas no trabajadas por maternidad;2023T1;1,1
Servicios;Horas no trabajadas por maternidad;2022T4;1,1
Servicios;Horas no trabajadas por maternidad;2022T3;1,1
Servicios;Horas no trabajadas por maternidad;2022T2;1,1
Servicios;Horas no trabajadas por maternidad;2022T1;1,2
Servicios;Horas no trabajadas por maternidad;2021T4;1,1
Servicios;Horas no trabajadas por maternidad;2021T3;1,1
Servicios;Horas no trabajadas por maternidad;2021T2;1,1
Servicios;Horas no trabajadas por maternidad;2021T1;0,9
Servicios;Horas no trabajadas por maternidad;2020T4;1
Servicios;Horas no trabajadas por maternidad;2020T3;0,9
Servicios;Horas no trabajadas por maternidad;2020T2;0,9
Servicios;Horas no trabajadas por maternidad;2020T1;0,9
Servicios;Horas no trabajadas por maternidad;2019T4;0,9
Servicios;Horas no trabajadas por maternidad;2019T3;0,9
Servicios;Horas no trabajadas por maternidad;2019T2;0,9
Servicios;Horas no trabajadas por maternidad;2019T1;0,9
Servicios;Horas no trabajadas por maternidad;2018T4;0,9
Servicios;Horas no trabajadas por maternidad;2018T3;0,9
Servicios;Horas no trabajadas por maternidad;2018T2;0,9
Servicios;Horas no trabajadas por maternidad;2018T1;0,9
Servicios;Horas no trabajadas por maternidad;2017T4;1
Servicios;Horas no trabajadas por maternidad;2017T3;1
Servicios;Horas no trabajadas por maternidad;2017T2;1
Servicios;Horas no trabajadas por maternidad;2017T1;1
Servicios;Horas no trabajadas por maternidad;2016T4;1
Servicios;Horas no trabajadas por maternidad;2016T3;1
Servicios;Horas no trabajadas por maternidad;2016T2;1
Servicios;Horas no trabajadas por maternidad;2016T1;1
Servicios;Horas no trabajadas por maternidad;2015T4;1,1
Servicios;Horas no trabajadas por maternidad;2015T3;1,1
Servicios;Horas no trabajadas por maternidad;2015T2;1,1
Servicios;Horas no trabajadas por maternidad;2015T1;1
Servicios;Horas no trabajadas por maternidad;2014T4;1,1
Servicios;Horas no trabajadas por maternidad;2014T3;1,1
Servicios;Horas no trabajadas por maternidad;2014T2;1
Servicios;Horas no trabajadas por maternidad;2014T1;1
Servicios;Horas no trabajadas por maternidad;2013T4;1,1
Servicios;Horas no trabajadas por maternidad;2013T3;1,1
Servicios;Horas no trabajadas por maternidad;2013T2;1
Servicios;Horas no trabajadas por maternidad;2013T1;1
Servicios;Horas no trabajadas por maternidad;2012T4;1,1
Servicios;Horas no trabajadas por maternidad;2012T3;1,1
Servicios;Horas no trabajadas por maternidad;2012T2;1,1
Servicios;Horas no trabajadas por maternidad;2012T1;1,2
Servicios;Horas no trabajadas por maternidad;2011T4;1,2
Servicios;Horas no trabajadas por maternidad;2011T3;1,2
Servicios;Horas no trabajadas por maternidad;2011T2;1,1
Servicios;Horas no trabajadas por maternidad;2011T1;1,1
Servicios;Horas no trabajadas por maternidad;2010T4;1,2
Servicios;Horas no trabajadas por maternidad;2010T3;1,2
Servicios;Horas no trabajadas por maternidad;2010T2;1,1
Servicios;Horas no trabajadas por maternidad;2010T1;1,1
Servicios;Horas no trabajadas por maternidad;2009T4;1,1
Servicios;Horas no trabajadas por maternidad;2009T3;1,1
Servicios;Horas no trabajadas por maternidad;2009T2;1,1
Servicios;Horas no trabajadas por maternidad;2009T1;1
Servicios;Horas no trabajadas por maternidad;2008T4;1
Servicios;Horas no trabajadas por maternidad;2008T3;1
Servicios;Horas no trabajadas por maternidad;2008T2;1
Servicios;Horas no trabajadas por maternidad;2008T1;1
Servicios;Horas no trabajadas por permisos remunerados;2024T4;0,6
Servicios;Horas no trabajadas por permisos remunerados;2024T3;0,5
Servicios;Horas no trabajadas por permisos remunerados;2024T2;0,5
Servicios;Horas no trabajadas por permisos remunerados;2024T1;0,6
Servicios;Horas no trabajadas por permisos remunerados;2023T4;0,6
Servicios;Horas no trabajadas por permisos remunerados;2023T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2023T2;0,5
Servicios;Horas no trabajadas por permisos remunerados;2023T1;0,6
Servicios;Horas no trabajadas por permisos remunerados;2022T4;0,6
Servicios;Horas no trabajadas por permisos remunerados;2022T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2022T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2022T1;0,5
Servicios;Horas no trabajadas por permisos remunerados;2021T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2021T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2021T2;0,5
Servicios;Horas no trabajadas por permisos remunerados;2021T1;0,6
Servicios;Horas no trabajadas por permisos remunerados;2020T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2020T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2020T2;1,2
Servicios;Horas no trabajadas por permisos remunerados;2020T1;1
Servicios;Horas no trabajadas por permisos remunerados;2019T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2019T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2019T2;0,5
Servicios;Horas no trabajadas por permisos remunerados;2019T1;0,6
Servicios;Horas no trabajadas por permisos remunerados;2018T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2018T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2018T2;0,5
Servicios;Horas no trabajadas por permisos remunerados;2018T1;0,6
Servicios;Horas no trabajadas por permisos remunerados;2017T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2017T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2017T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2017T1;0,5
Servicios;Horas no trabajadas por permisos remunerados;2016T4;0,6
Servicios;Horas no trabajadas por permisos remunerados;2016T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2016T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2016T1;0,6
Servicios;Horas no trabajadas por permisos remunerados;2015T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2015T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2015T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2015T1;0,6
Servicios;Horas no trabajadas por permisos remunerados;2014T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2014T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2014T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2014T1;0,5
Servicios;Horas no trabajadas por permisos remunerados;2013T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2013T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2013T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2013T1;0,4
Servicios;Horas no trabajadas por permisos remunerados;2012T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2012T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2012T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2012T1;0,5
Servicios;Horas no trabajadas por permisos remunerados;2011T4;0,6
Servicios;Horas no trabajadas por permisos remunerados;2011T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2011T2;0,5
Servicios;Horas no trabajadas por permisos remunerados;2011T1;0,5
Servicios;Horas no trabajadas por permisos remunerados;2010T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2010T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2010T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2010T1;0,5
Servicios;Horas no trabajadas por permisos remunerados;2009T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2009T3;0,4
Servicios;Horas no trabajadas por permisos remunerados;2009T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2009T1;0,4
Servicios;Horas no trabajadas por permisos remunerados;2008T4;0,5
Servicios;Horas no trabajadas por permisos remunerados;2008T3;0,3
Servicios;Horas no trabajadas por permisos remunerados;2008T2;0,4
Servicios;Horas no trabajadas por permisos remunerados;2008T1;0,4
Servicios;Horas no trabajadas por razones técnicas o económicas;2024T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2024T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2024T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2024T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2023T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2023T3;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2023T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2023T1;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2022T4;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2022T3;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2022T2;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2022T1;0,8
Servicios;Horas no trabajadas por razones técnicas o económicas;2021T4;1,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2021T3;2,4
Servicios;Horas no trabajadas por razones técnicas o económicas;2021T2;4,8
Servicios;Horas no trabajadas por razones técnicas o económicas;2021T1;7,7
Servicios;Horas no trabajadas por razones técnicas o económicas;2020T4;7,4
Servicios;Horas no trabajadas por razones técnicas o económicas;2020T3;8
Servicios;Horas no trabajadas por razones técnicas o económicas;2020T2;23,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2020T1;3,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2019T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2019T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2019T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2019T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2018T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2018T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2018T2;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2018T1;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2017T4;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2017T3;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2017T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2017T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2016T4;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2016T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2016T2;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2016T1;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2015T4;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2015T3;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2015T2;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2015T1;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2014T4;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2014T3;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2014T2;0,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2014T1;0,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2013T4;0,4
Servicios;Horas no trabajadas por razones técnicas o económicas;2013T3;0,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2013T2;0,4
Servicios;Horas no trabajadas por razones técnicas o económicas;2013T1;0,5
Servicios;Horas no trabajadas por razones técnicas o económicas;2012T4;0,4
Servicios;Horas no trabajadas por razones técnicas o económicas;2012T3;0,4
Servicios;Horas no trabajadas por razones técnicas o económicas;2012T2;0,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2012T1;0,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2011T4;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2011T3;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2011T2;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2011T1;0,3
Servicios;Horas no trabajadas por razones técnicas o económicas;2010T4;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2010T3;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2010T2;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2010T1;0,2
Servicios;Horas no trabajadas por razones técnicas o económicas;2009T4;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2009T3;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2009T2;0,1
Servicios;Horas no trabajadas por razones técnicas o económicas;2009T1;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2008T4;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2008T3;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2008T2;0
Servicios;Horas no trabajadas por razones técnicas o económicas;2008T1;0
Servicios;Horas no trabajadas por compensación horas extras;2024T4;0
Servicios;Horas no trabajadas por compensación horas extras;2024T3;0
Servicios;Horas no trabajadas por compensación horas extras;2024T2;0
Servicios;Horas no trabajadas por compensación horas extras;2024T1;0
Servicios;Horas no trabajadas por compensación horas extras;2023T4;0
Servicios;Horas no trabajadas por compensación horas extras;2023T3;0
Servicios;Horas no trabajadas por compensación horas extras;2023T2;0
Servicios;Horas no trabajadas por compensación horas extras;2023T1;0
Servicios;Horas no trabajadas por compensación horas extras;2022T4;0
Servicios;Horas no trabajadas por compensación horas extras;2022T3;0
Servicios;Horas no trabajadas por compensación horas extras;2022T2;0
Servicios;Horas no trabajadas por compensación horas extras;2022T1;0
Servicios;Horas no trabajadas por compensación horas extras;2021T4;0
Servicios;Horas no trabajadas por compensación horas extras;2021T3;0
Servicios;Horas no trabajadas por compensación horas extras;2021T2;0
Servicios;Horas no trabajadas por compensación horas extras;2021T1;0
Servicios;Horas no trabajadas por compensación horas extras;2020T4;0
Servicios;Horas no trabajadas por compensación horas extras;2020T3;0
Servicios;Horas no trabajadas por compensación horas extras;2020T2;0
Servicios;Horas no trabajadas por compensación horas extras;2020T1;0
Servicios;Horas no trabajadas por compensación horas extras;2019T4;0
