Tipo de jornada;Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T4;3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T3;2,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T2;2,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2018T1;2,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T4;2,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T3;2,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T2;2,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2017T1;2,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T4;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T3;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T2;2,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2016T1;2,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T4;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T3;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T2;2,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2015T1;2,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T4;2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T3;2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T2;2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2014T1;2,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T4;1,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T3;1,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T2;1,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2013T1;2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T4;1,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T3;1,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T2;1,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2012T1;2,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T4;2,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T3;2,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T2;2,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2011T1;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T4;2,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T3;2,1
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T2;2,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2010T1;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T4;2,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T3;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T2;2,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2009T1;2,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T4;2,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T3;2,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T2;2,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por I.T;2008T1;2,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T4;0,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T3;0,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T2;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2024T1;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T4;0,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T3;0,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T2;0,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2023T1;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T4;0,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T3;0,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T2;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2022T1;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T4;0,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T3;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T2;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2021T1;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T4;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T3;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T2;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2020T1;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T4;0,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T3;0,9
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T2;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2019T1;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T4;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T3;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T2;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2018T1;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T4;0,7
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T3;0,8
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T2;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2017T1;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T4;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T3;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T2;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2016T1;0,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T4;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T3;0,6
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T2;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2015T1;0,4
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T4;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T3;0,5
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T2;0,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2014T1;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T4;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T3;0,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T2;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2013T1;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T4;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T3;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T2;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2012T1;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T4;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T3;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T2;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2011T1;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T4;0,3
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T3;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T2;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2010T1;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T4;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T3;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T2;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2009T1;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T4;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T3;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T2;0,2
Jornada a tiempo parcial;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas extras por trabajador;2008T1;0,3
Jornada a tiempo parcial;Industria;Horas pactadas;2024T4;99,4
Jornada a tiempo parcial;Industria;Horas pactadas;2024T3;100,2
Jornada a tiempo parcial;Industria;Horas pactadas;2024T2;100,3
Jornada a tiempo parcial;Industria;Horas pactadas;2024T1;97,5
Jornada a tiempo parcial;Industria;Horas pactadas;2023T4;97,9
Jornada a tiempo parcial;Industria;Horas pactadas;2023T3;100,6
Jornada a tiempo parcial;Industria;Horas pactadas;2023T2;99,5
Jornada a tiempo parcial;Industria;Horas pactadas;2023T1;98,6
Jornada a tiempo parcial;Industria;Horas pactadas;2022T4;98,9
Jornada a tiempo parcial;Industria;Horas pactadas;2022T3;99,3
Jornada a tiempo parcial;Industria;Horas pactadas;2022T2;97,2
Jornada a tiempo parcial;Industria;Horas pactadas;2022T1;94,6
Jornada a tiempo parcial;Industria;Horas pactadas;2021T4;93,7
Jornada a tiempo parcial;Industria;Horas pactadas;2021T3;93,4
Jornada a tiempo parcial;Industria;Horas pactadas;2021T2;92,6
Jornada a tiempo parcial;Industria;Horas pactadas;2021T1;89,8
Jornada a tiempo parcial;Industria;Horas pactadas;2020T4;95,6
Jornada a tiempo parcial;Industria;Horas pactadas;2020T3;94,9
Jornada a tiempo parcial;Industria;Horas pactadas;2020T2;92,2
Jornada a tiempo parcial;Industria;Horas pactadas;2020T1;90,2
Jornada a tiempo parcial;Industria;Horas pactadas;2019T4;94,1
Jornada a tiempo parcial;Industria;Horas pactadas;2019T3;95,7
Jornada a tiempo parcial;Industria;Horas pactadas;2019T2;93,1
Jornada a tiempo parcial;Industria;Horas pactadas;2019T1;92,3
Jornada a tiempo parcial;Industria;Horas pactadas;2018T4;94,4
Jornada a tiempo parcial;Industria;Horas pactadas;2018T3;94,8
Jornada a tiempo parcial;Industria;Horas pactadas;2018T2;95,9
Jornada a tiempo parcial;Industria;Horas pactadas;2018T1;94,2
Jornada a tiempo parcial;Industria;Horas pactadas;2017T4;91,6
Jornada a tiempo parcial;Industria;Horas pactadas;2017T3;92,5
Jornada a tiempo parcial;Industria;Horas pactadas;2017T2;92
Jornada a tiempo parcial;Industria;Horas pactadas;2017T1;90,8
Jornada a tiempo parcial;Industria;Horas pactadas;2016T4;90,3
Jornada a tiempo parcial;Industria;Horas pactadas;2016T3;92,5
Jornada a tiempo parcial;Industria;Horas pactadas;2016T2;91,5
Jornada a tiempo parcial;Industria;Horas pactadas;2016T1;88,9
Jornada a tiempo parcial;Industria;Horas pactadas;2015T4;91,8
Jornada a tiempo parcial;Industria;Horas pactadas;2015T3;93,3
Jornada a tiempo parcial;Industria;Horas pactadas;2015T2;91,3
Jornada a tiempo parcial;Industria;Horas pactadas;2015T1;88,4
Jornada a tiempo parcial;Industria;Horas pactadas;2014T4;93,7
Jornada a tiempo parcial;Industria;Horas pactadas;2014T3;91,1
Jornada a tiempo parcial;Industria;Horas pactadas;2014T2;89,1
Jornada a tiempo parcial;Industria;Horas pactadas;2014T1;86,7
Jornada a tiempo parcial;Industria;Horas pactadas;2013T4;88,5
Jornada a tiempo parcial;Industria;Horas pactadas;2013T3;89,7
Jornada a tiempo parcial;Industria;Horas pactadas;2013T2;88,3
Jornada a tiempo parcial;Industria;Horas pactadas;2013T1;86,2
Jornada a tiempo parcial;Industria;Horas pactadas;2012T4;85
Jornada a tiempo parcial;Industria;Horas pactadas;2012T3;87,3
Jornada a tiempo parcial;Industria;Horas pactadas;2012T2;85,3
Jornada a tiempo parcial;Industria;Horas pactadas;2012T1;86,8
Jornada a tiempo parcial;Industria;Horas pactadas;2011T4;87,6
Jornada a tiempo parcial;Industria;Horas pactadas;2011T3;89,3
Jornada a tiempo parcial;Industria;Horas pactadas;2011T2;86
Jornada a tiempo parcial;Industria;Horas pactadas;2011T1;83,7
Jornada a tiempo parcial;Industria;Horas pactadas;2010T4;84
Jornada a tiempo parcial;Industria;Horas pactadas;2010T3;84,6
Jornada a tiempo parcial;Industria;Horas pactadas;2010T2;84,1
Jornada a tiempo parcial;Industria;Horas pactadas;2010T1;80,6
Jornada a tiempo parcial;Industria;Horas pactadas;2009T4;80,8
Jornada a tiempo parcial;Industria;Horas pactadas;2009T3;81,7
Jornada a tiempo parcial;Industria;Horas pactadas;2009T2;79
Jornada a tiempo parcial;Industria;Horas pactadas;2009T1;78,2
Jornada a tiempo parcial;Industria;Horas pactadas;2008T4;81,1
Jornada a tiempo parcial;Industria;Horas pactadas;2008T3;82,8
Jornada a tiempo parcial;Industria;Horas pactadas;2008T2;82,8
Jornada a tiempo parcial;Industria;Horas pactadas;2008T1;81,9
Jornada a tiempo parcial;Industria;Horas pagadas;2024T4;100,4
Jornada a tiempo parcial;Industria;Horas pagadas;2024T3;100,9
Jornada a tiempo parcial;Industria;Horas pagadas;2024T2;101,3
Jornada a tiempo parcial;Industria;Horas pagadas;2024T1;98,5
Jornada a tiempo parcial;Industria;Horas pagadas;2023T4;98,4
Jornada a tiempo parcial;Industria;Horas pagadas;2023T3;101,2
Jornada a tiempo parcial;Industria;Horas pagadas;2023T2;100,3
Jornada a tiempo parcial;Industria;Horas pagadas;2023T1;99,2
Jornada a tiempo parcial;Industria;Horas pagadas;2022T4;99,2
Jornada a tiempo parcial;Industria;Horas pagadas;2022T3;99,7
Jornada a tiempo parcial;Industria;Horas pagadas;2022T2;97,5
Jornada a tiempo parcial;Industria;Horas pagadas;2022T1;94,9
Jornada a tiempo parcial;Industria;Horas pagadas;2021T4;94
Jornada a tiempo parcial;Industria;Horas pagadas;2021T3;93,7
Jornada a tiempo parcial;Industria;Horas pagadas;2021T2;92,8
Jornada a tiempo parcial;Industria;Horas pagadas;2021T1;90,1
Jornada a tiempo parcial;Industria;Horas pagadas;2020T4;95,9
Jornada a tiempo parcial;Industria;Horas pagadas;2020T3;95,2
Jornada a tiempo parcial;Industria;Horas pagadas;2020T2;92,4
Jornada a tiempo parcial;Industria;Horas pagadas;2020T1;90,5
Jornada a tiempo parcial;Industria;Horas pagadas;2019T4;94,4
Jornada a tiempo parcial;Industria;Horas pagadas;2019T3;96
Jornada a tiempo parcial;Industria;Horas pagadas;2019T2;93,4
Jornada a tiempo parcial;Industria;Horas pagadas;2019T1;92,4
Jornada a tiempo parcial;Industria;Horas pagadas;2018T4;94,8
Jornada a tiempo parcial;Industria;Horas pagadas;2018T3;94,8
Jornada a tiempo parcial;Industria;Horas pagadas;2018T2;95,8
Jornada a tiempo parcial;Industria;Horas pagadas;2018T1;94,4
Jornada a tiempo parcial;Industria;Horas pagadas;2017T4;91,8
Jornada a tiempo parcial;Industria;Horas pagadas;2017T3;92,7
Jornada a tiempo parcial;Industria;Horas pagadas;2017T2;92,3
Jornada a tiempo parcial;Industria;Horas pagadas;2017T1;90,9
Jornada a tiempo parcial;Industria;Horas pagadas;2016T4;90,5
Jornada a tiempo parcial;Industria;Horas pagadas;2016T3;92,7
Jornada a tiempo parcial;Industria;Horas pagadas;2016T2;91,7
Jornada a tiempo parcial;Industria;Horas pagadas;2016T1;89
Jornada a tiempo parcial;Industria;Horas pagadas;2015T4;92,1
Jornada a tiempo parcial;Industria;Horas pagadas;2015T3;93,3
Jornada a tiempo parcial;Industria;Horas pagadas;2015T2;91,4
Jornada a tiempo parcial;Industria;Horas pagadas;2015T1;88,5
Jornada a tiempo parcial;Industria;Horas pagadas;2014T4;93,9
Jornada a tiempo parcial;Industria;Horas pagadas;2014T3;91,2
Jornada a tiempo parcial;Industria;Horas pagadas;2014T2;89,2
Jornada a tiempo parcial;Industria;Horas pagadas;2014T1;86,7
Jornada a tiempo parcial;Industria;Horas pagadas;2013T4;88,5
Jornada a tiempo parcial;Industria;Horas pagadas;2013T3;89,7
Jornada a tiempo parcial;Industria;Horas pagadas;2013T2;88,4
Jornada a tiempo parcial;Industria;Horas pagadas;2013T1;86,2
Jornada a tiempo parcial;Industria;Horas pagadas;2012T4;85,1
Jornada a tiempo parcial;Industria;Horas pagadas;2012T3;87,5
Jornada a tiempo parcial;Industria;Horas pagadas;2012T2;85,3
Jornada a tiempo parcial;Industria;Horas pagadas;2012T1;86,7
Jornada a tiempo parcial;Industria;Horas pagadas;2011T4;87,7
Jornada a tiempo parcial;Industria;Horas pagadas;2011T3;89,3
Jornada a tiempo parcial;Industria;Horas pagadas;2011T2;86,1
Jornada a tiempo parcial;Industria;Horas pagadas;2011T1;83,7
Jornada a tiempo parcial;Industria;Horas pagadas;2010T4;84,1
Jornada a tiempo parcial;Industria;Horas pagadas;2010T3;84,7
Jornada a tiempo parcial;Industria;Horas pagadas;2010T2;84,1
Jornada a tiempo parcial;Industria;Horas pagadas;2010T1;80,9
Jornada a tiempo parcial;Industria;Horas pagadas;2009T4;80,9
Jornada a tiempo parcial;Industria;Horas pagadas;2009T3;81,8
Jornada a tiempo parcial;Industria;Horas pagadas;2009T2;79,1
Jornada a tiempo parcial;Industria;Horas pagadas;2009T1;78,5
Jornada a tiempo parcial;Industria;Horas pagadas;2008T4;81,1
