Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
De 50 a 199;Servicios;Coste laboral total;2011T3;2.446,63
De 50 a 199;Servicios;Coste laboral total;2011T2;2.598,19
De 50 a 199;Servicios;Coste laboral total;2011T1;2.514,8
De 50 a 199;Servicios;Coste laboral total;2010T4;2.617,03
De 50 a 199;Servicios;Coste laboral total;2010T3;2.420,11
De 50 a 199;Servicios;Coste laboral total;2010T2;2.576,72
De 50 a 199;Servicios;Coste laboral total;2010T1;2.489,8
De 50 a 199;Servicios;Coste laboral total;2009T4;2.721,39
De 50 a 199;Servicios;Coste laboral total;2009T3;2.439,94
De 50 a 199;Servicios;Coste laboral total;2009T2;2.590,88
De 50 a 199;Servicios;Coste laboral total;2009T1;2.490,59
De 50 a 199;Servicios;Coste laboral total;2008T4;2.617,08
De 50 a 199;Servicios;Coste laboral total;2008T3;2.383,89
De 50 a 199;Servicios;Coste laboral total;2008T2;2.511,95
De 50 a 199;Servicios;Coste laboral total;2008T1;2.412,01
De 50 a 199;Servicios;Coste salarial total;2024T4;2.487,56
De 50 a 199;Servicios;Coste salarial total;2024T3;2.220,54
De 50 a 199;Servicios;Coste salarial total;2024T2;2.415,74
De 50 a 199;Servicios;Coste salarial total;2024T1;2.244
De 50 a 199;Servicios;Coste salarial total;2023T4;2.401,62
De 50 a 199;Servicios;Coste salarial total;2023T3;2.178,7
De 50 a 199;Servicios;Coste salarial total;2023T2;2.349,37
De 50 a 199;Servicios;Coste salarial total;2023T1;2.199,26
De 50 a 199;Servicios;Coste salarial total;2022T4;2.318,73
De 50 a 199;Servicios;Coste salarial total;2022T3;2.078,79
De 50 a 199;Servicios;Coste salarial total;2022T2;2.196,11
De 50 a 199;Servicios;Coste salarial total;2022T1;2.055,54
De 50 a 199;Servicios;Coste salarial total;2021T4;2.228,62
De 50 a 199;Servicios;Coste salarial total;2021T3;1.963,86
De 50 a 199;Servicios;Coste salarial total;2021T2;2.134,99
De 50 a 199;Servicios;Coste salarial total;2021T1;1.946,71
De 50 a 199;Servicios;Coste salarial total;2020T4;2.129,95
De 50 a 199;Servicios;Coste salarial total;2020T3;1.848,39
De 50 a 199;Servicios;Coste salarial total;2020T2;1.863,21
De 50 a 199;Servicios;Coste salarial total;2020T1;1.960,52
De 50 a 199;Servicios;Coste salarial total;2019T4;2.130,72
De 50 a 199;Servicios;Coste salarial total;2019T3;1.911,98
De 50 a 199;Servicios;Coste salarial total;2019T2;2.047,99
De 50 a 199;Servicios;Coste salarial total;2019T1;1.947,38
De 50 a 199;Servicios;Coste salarial total;2018T4;2.103,08
De 50 a 199;Servicios;Coste salarial total;2018T3;1.870,45
De 50 a 199;Servicios;Coste salarial total;2018T2;1.992,93
De 50 a 199;Servicios;Coste salarial total;2018T1;1.917,2
De 50 a 199;Servicios;Coste salarial total;2017T4;2.054,89
De 50 a 199;Servicios;Coste salarial total;2017T3;1.815,32
De 50 a 199;Servicios;Coste salarial total;2017T2;1.991,23
De 50 a 199;Servicios;Coste salarial total;2017T1;1.888,92
De 50 a 199;Servicios;Coste salarial total;2016T4;2.075,79
De 50 a 199;Servicios;Coste salarial total;2016T3;1.828,63
De 50 a 199;Servicios;Coste salarial total;2016T2;1.993,81
De 50 a 199;Servicios;Coste salarial total;2016T1;1.896,48
De 50 a 199;Servicios;Coste salarial total;2015T4;2.087,98
De 50 a 199;Servicios;Coste salarial total;2015T3;1.836,71
De 50 a 199;Servicios;Coste salarial total;2015T2;1.984,59
De 50 a 199;Servicios;Coste salarial total;2015T1;1.855,22
De 50 a 199;Servicios;Coste salarial total;2014T4;2.031,04
De 50 a 199;Servicios;Coste salarial total;2014T3;1.843,08
De 50 a 199;Servicios;Coste salarial total;2014T2;1.959,71
De 50 a 199;Servicios;Coste salarial total;2014T1;1.800,39
De 50 a 199;Servicios;Coste salarial total;2013T4;2.039,89
De 50 a 199;Servicios;Coste salarial total;2013T3;1.811,02
De 50 a 199;Servicios;Coste salarial total;2013T2;1.949,76
De 50 a 199;Servicios;Coste salarial total;2013T1;1.848,22
De 50 a 199;Servicios;Coste salarial total;2012T4;1.936,56
De 50 a 199;Servicios;Coste salarial total;2012T3;1.816,56
De 50 a 199;Servicios;Coste salarial total;2012T2;1.966,63
De 50 a 199;Servicios;Coste salarial total;2012T1;1.866,06
De 50 a 199;Servicios;Coste salarial total;2011T4;2.038,98
De 50 a 199;Servicios;Coste salarial total;2011T3;1.805,06
De 50 a 199;Servicios;Coste salarial total;2011T2;1.951,8
De 50 a 199;Servicios;Coste salarial total;2011T1;1.840,83
De 50 a 199;Servicios;Coste salarial total;2010T4;1.984,23
De 50 a 199;Servicios;Coste salarial total;2010T3;1.780,62
De 50 a 199;Servicios;Coste salarial total;2010T2;1.933,25
De 50 a 199;Servicios;Coste salarial total;2010T1;1.836,58
De 50 a 199;Servicios;Coste salarial total;2009T4;2.051,81
De 50 a 199;Servicios;Coste salarial total;2009T3;1.797,72
De 50 a 199;Servicios;Coste salarial total;2009T2;1.936,41
De 50 a 199;Servicios;Coste salarial total;2009T1;1.806,64
De 50 a 199;Servicios;Coste salarial total;2008T4;1.992,72
De 50 a 199;Servicios;Coste salarial total;2008T3;1.764,06
De 50 a 199;Servicios;Coste salarial total;2008T2;1.876,15
De 50 a 199;Servicios;Coste salarial total;2008T1;1.801,54
De 50 a 199;Servicios;Coste salarial ordinario;2024T4;2.035,05
De 50 a 199;Servicios;Coste salarial ordinario;2024T3;2.032,2
De 50 a 199;Servicios;Coste salarial ordinario;2024T2;2.038,07
De 50 a 199;Servicios;Coste salarial ordinario;2024T1;1.969,4
De 50 a 199;Servicios;Coste salarial ordinario;2023T4;1.974,47
De 50 a 199;Servicios;Coste salarial ordinario;2023T3;1.986,27
De 50 a 199;Servicios;Coste salarial ordinario;2023T2;1.968,98
De 50 a 199;Servicios;Coste salarial ordinario;2023T1;1.942,35
De 50 a 199;Servicios;Coste salarial ordinario;2022T4;1.894,62
De 50 a 199;Servicios;Coste salarial ordinario;2022T3;1.908,17
De 50 a 199;Servicios;Coste salarial ordinario;2022T2;1.857,29
De 50 a 199;Servicios;Coste salarial ordinario;2022T1;1.839,15
De 50 a 199;Servicios;Coste salarial ordinario;2021T4;1.822,53
De 50 a 199;Servicios;Coste salarial ordinario;2021T3;1.817,04
De 50 a 199;Servicios;Coste salarial ordinario;2021T2;1.772,84
De 50 a 199;Servicios;Coste salarial ordinario;2021T1;1.744,39
De 50 a 199;Servicios;Coste salarial ordinario;2020T4;1.738,51
De 50 a 199;Servicios;Coste salarial ordinario;2020T3;1.714,87
De 50 a 199;Servicios;Coste salarial ordinario;2020T2;1.549,07
De 50 a 199;Servicios;Coste salarial ordinario;2020T1;1.740,55
De 50 a 199;Servicios;Coste salarial ordinario;2019T4;1.743,79
De 50 a 199;Servicios;Coste salarial ordinario;2019T3;1.752,15
De 50 a 199;Servicios;Coste salarial ordinario;2019T2;1.727,4
De 50 a 199;Servicios;Coste salarial ordinario;2019T1;1.717,42
De 50 a 199;Servicios;Coste salarial ordinario;2018T4;1.709,06
De 50 a 199;Servicios;Coste salarial ordinario;2018T3;1.701,64
De 50 a 199;Servicios;Coste salarial ordinario;2018T2;1.689,43
De 50 a 199;Servicios;Coste salarial ordinario;2018T1;1.672,09
De 50 a 199;Servicios;Coste salarial ordinario;2017T4;1.653,89
De 50 a 199;Servicios;Coste salarial ordinario;2017T3;1.671,24
De 50 a 199;Servicios;Coste salarial ordinario;2017T2;1.662,01
De 50 a 199;Servicios;Coste salarial ordinario;2017T1;1.681,61
De 50 a 199;Servicios;Coste salarial ordinario;2016T4;1.670,53
De 50 a 199;Servicios;Coste salarial ordinario;2016T3;1.674,43
De 50 a 199;Servicios;Coste salarial ordinario;2016T2;1.653,73
De 50 a 199;Servicios;Coste salarial ordinario;2016T1;1.665,95
De 50 a 199;Servicios;Coste salarial ordinario;2015T4;1.661,89
De 50 a 199;Servicios;Coste salarial ordinario;2015T3;1.661,22
De 50 a 199;Servicios;Coste salarial ordinario;2015T2;1.646,23
De 50 a 199;Servicios;Coste salarial ordinario;2015T1;1.645,67
De 50 a 199;Servicios;Coste salarial ordinario;2014T4;1.626,46
De 50 a 199;Servicios;Coste salarial ordinario;2014T3;1.652,19
De 50 a 199;Servicios;Coste salarial ordinario;2014T2;1.636,92
De 50 a 199;Servicios;Coste salarial ordinario;2014T1;1.621,94
De 50 a 199;Servicios;Coste salarial ordinario;2013T4;1.634,63
De 50 a 199;Servicios;Coste salarial ordinario;2013T3;1.648,31
De 50 a 199;Servicios;Coste salarial ordinario;2013T2;1.628,4
De 50 a 199;Servicios;Coste salarial ordinario;2013T1;1.627,86
De 50 a 199;Servicios;Coste salarial ordinario;2012T4;1.638,2
De 50 a 199;Servicios;Coste salarial ordinario;2012T3;1.652,3
De 50 a 199;Servicios;Coste salarial ordinario;2012T2;1.627,68
De 50 a 199;Servicios;Coste salarial ordinario;2012T1;1.638,17
De 50 a 199;Servicios;Coste salarial ordinario;2011T4;1.637,18
De 50 a 199;Servicios;Coste salarial ordinario;2011T3;1.644,71
De 50 a 199;Servicios;Coste salarial ordinario;2011T2;1.618,8
De 50 a 199;Servicios;Coste salarial ordinario;2011T1;1.613,9
De 50 a 199;Servicios;Coste salarial ordinario;2010T4;1.586,37
De 50 a 199;Servicios;Coste salarial ordinario;2010T3;1.605,97
De 50 a 199;Servicios;Coste salarial ordinario;2010T2;1.604,39
De 50 a 199;Servicios;Coste salarial ordinario;2010T1;1.617,95
De 50 a 199;Servicios;Coste salarial ordinario;2009T4;1.624,59
De 50 a 199;Servicios;Coste salarial ordinario;2009T3;1.638,67
De 50 a 199;Servicios;Coste salarial ordinario;2009T2;1.617,73
De 50 a 199;Servicios;Coste salarial ordinario;2009T1;1.616,6
De 50 a 199;Servicios;Coste salarial ordinario;2008T4;1.603,4
De 50 a 199;Servicios;Coste salarial ordinario;2008T3;1.612,15
De 50 a 199;Servicios;Coste salarial ordinario;2008T2;1.591,59
De 50 a 199;Servicios;Coste salarial ordinario;2008T1;1.579,99
De 50 a 199;Servicios;Otros costes;2024T4;828,1
De 50 a 199;Servicios;Otros costes;2024T3;824,76
De 50 a 199;Servicios;Otros costes;2024T2;811,3
De 50 a 199;Servicios;Otros costes;2024T1;815,35
De 50 a 199;Servicios;Otros costes;2023T4;799,14
De 50 a 199;Servicios;Otros costes;2023T3;788,07
De 50 a 199;Servicios;Otros costes;2023T2;786,48
De 50 a 199;Servicios;Otros costes;2023T1;783,79
De 50 a 199;Servicios;Otros costes;2022T4;743,63
De 50 a 199;Servicios;Otros costes;2022T3;733,56
De 50 a 199;Servicios;Otros costes;2022T2;729,05
De 50 a 199;Servicios;Otros costes;2022T1;735,61
De 50 a 199;Servicios;Otros costes;2021T4;713,66
De 50 a 199;Servicios;Otros costes;2021T3;690,74
De 50 a 199;Servicios;Otros costes;2021T2;695,03
De 50 a 199;Servicios;Otros costes;2021T1;691,98
De 50 a 199;Servicios;Otros costes;2020T4;705,34
De 50 a 199;Servicios;Otros costes;2020T3;681,59
De 50 a 199;Servicios;Otros costes;2020T2;655,19
De 50 a 199;Servicios;Otros costes;2020T1;693,53
De 50 a 199;Servicios;Otros costes;2019T4;695,13
De 50 a 199;Servicios;Otros costes;2019T3;696,41
De 50 a 199;Servicios;Otros costes;2019T2;692,48
De 50 a 199;Servicios;Otros costes;2019T1;709,09
De 50 a 199;Servicios;Otros costes;2018T4;664,98
De 50 a 199;Servicios;Otros costes;2018T3;671,06
De 50 a 199;Servicios;Otros costes;2018T2;660,37
De 50 a 199;Servicios;Otros costes;2018T1;661,01
De 50 a 199;Servicios;Otros costes;2017T4;647,61
De 50 a 199;Servicios;Otros costes;2017T3;647,38
De 50 a 199;Servicios;Otros costes;2017T2;640,09
De 50 a 199;Servicios;Otros costes;2017T1;659,42
De 50 a 199;Servicios;Otros costes;2016T4;652,16
De 50 a 199;Servicios;Otros costes;2016T3;645,42
De 50 a 199;Servicios;Otros costes;2016T2;644,61
De 50 a 199;Servicios;Otros costes;2016T1;653,66
De 50 a 199;Servicios;Otros costes;2015T4;659,87
De 50 a 199;Servicios;Otros costes;2015T3;651,17
De 50 a 199;Servicios;Otros costes;2015T2;656,49
De 50 a 199;Servicios;Otros costes;2015T1;656,2
De 50 a 199;Servicios;Otros costes;2014T4;649,71
De 50 a 199;Servicios;Otros costes;2014T3;653,87
De 50 a 199;Servicios;Otros costes;2014T2;654,99
De 50 a 199;Servicios;Otros costes;2014T1;672,37
De 50 a 199;Servicios;Otros costes;2013T4;652,46
De 50 a 199;Servicios;Otros costes;2013T3;662,47
De 50 a 199;Servicios;Otros costes;2013T2;654,29
De 50 a 199;Servicios;Otros costes;2013T1;679,7
De 50 a 199;Servicios;Otros costes;2012T4;649,44
De 50 a 199;Servicios;Otros costes;2012T3;654,75
De 50 a 199;Servicios;Otros costes;2012T2;656,5
De 50 a 199;Servicios;Otros costes;2012T1;676,73
De 50 a 199;Servicios;Otros costes;2011T4;655,93
De 50 a 199;Servicios;Otros costes;2011T3;641,57
De 50 a 199;Servicios;Otros costes;2011T2;646,39
De 50 a 199;Servicios;Otros costes;2011T1;673,97
De 50 a 199;Servicios;Otros costes;2010T4;632,8
De 50 a 199;Servicios;Otros costes;2010T3;639,49
De 50 a 199;Servicios;Otros costes;2010T2;643,47
De 50 a 199;Servicios;Otros costes;2010T1;653,22
De 50 a 199;Servicios;Otros costes;2009T4;669,58
De 50 a 199;Servicios;Otros costes;2009T3;642,22
De 50 a 199;Servicios;Otros costes;2009T2;654,47
De 50 a 199;Servicios;Otros costes;2009T1;683,95
De 50 a 199;Servicios;Otros costes;2008T4;624,36
De 50 a 199;Servicios;Otros costes;2008T3;619,83
De 50 a 199;Servicios;Otros costes;2008T2;635,8
De 50 a 199;Servicios;Otros costes;2008T1;610,47
De 50 a 199;Servicios;Coste por percepciones no salariales;2024T4;90,61
De 50 a 199;Servicios;Coste por percepciones no salariales;2024T3;81,32
De 50 a 199;Servicios;Coste por percepciones no salariales;2024T2;79,62
De 50 a 199;Servicios;Coste por percepciones no salariales;2024T1;90,53
De 50 a 199;Servicios;Coste por percepciones no salariales;2023T4;90,87
De 50 a 199;Servicios;Coste por percepciones no salariales;2023T3;72,55
De 50 a 199;Servicios;Coste por percepciones no salariales;2023T2;79,66
De 50 a 199;Servicios;Coste por percepciones no salariales;2023T1;81,85
De 50 a 199;Servicios;Coste por percepciones no salariales;2022T4;77,78
De 50 a 199;Servicios;Coste por percepciones no salariales;2022T3;67,51
De 50 a 199;Servicios;Coste por percepciones no salariales;2022T2;77,81
De 50 a 199;Servicios;Coste por percepciones no salariales;2022T1;81,89
De 50 a 199;Servicios;Coste por percepciones no salariales;2021T4;77,54
De 50 a 199;Servicios;Coste por percepciones no salariales;2021T3;64,8
De 50 a 199;Servicios;Coste por percepciones no salariales;2021T2;73,86
De 50 a 199;Servicios;Coste por percepciones no salariales;2021T1;71,1
De 50 a 199;Servicios;Coste por percepciones no salariales;2020T4;84,01
De 50 a 199;Servicios;Coste por percepciones no salariales;2020T3;75,19
De 50 a 199;Servicios;Coste por percepciones no salariales;2020T2;73,36
De 50 a 199;Servicios;Coste por percepciones no salariales;2020T1;72,07
De 50 a 199;Servicios;Coste por percepciones no salariales;2019T4;74,61
De 50 a 199;Servicios;Coste por percepciones no salariales;2019T3;69,93
De 50 a 199;Servicios;Coste por percepciones no salariales;2019T2;74,22
De 50 a 199;Servicios;Coste por percepciones no salariales;2019T1;94,28
De 50 a 199;Servicios;Coste por percepciones no salariales;2018T4;75,24
De 50 a 199;Servicios;Coste por percepciones no salariales;2018T3;73,21
De 50 a 199;Servicios;Coste por percepciones no salariales;2018T2;72,07
De 50 a 199;Servicios;Coste por percepciones no salariales;2018T1;74,82
De 50 a 199;Servicios;Coste por percepciones no salariales;2017T4;71,23
De 50 a 199;Servicios;Coste por percepciones no salariales;2017T3;64,44
De 50 a 199;Servicios;Coste por percepciones no salariales;2017T2;61,38
De 50 a 199;Servicios;Coste por percepciones no salariales;2017T1;76,3
De 50 a 199;Servicios;Coste por percepciones no salariales;2016T4;76,08
De 50 a 199;Servicios;Coste por percepciones no salariales;2016T3;65,42
De 50 a 199;Servicios;Coste por percepciones no salariales;2016T2;70,38
De 50 a 199;Servicios;Coste por percepciones no salariales;2016T1;73,57
De 50 a 199;Servicios;Coste por percepciones no salariales;2015T4;81,88
De 50 a 199;Servicios;Coste por percepciones no salariales;2015T3;67,6
De 50 a 199;Servicios;Coste por percepciones no salariales;2015T2;77,58
De 50 a 199;Servicios;Coste por percepciones no salariales;2015T1;76,08
De 50 a 199;Servicios;Coste por percepciones no salariales;2014T4;83,59
De 50 a 199;Servicios;Coste por percepciones no salariales;2014T3;74,81
De 50 a 199;Servicios;Coste por percepciones no salariales;2014T2;82,56
De 50 a 199;Servicios;Coste por percepciones no salariales;2014T1;103,52
De 50 a 199;Servicios;Coste por percepciones no salariales;2013T4;88,87
De 50 a 199;Servicios;Coste por percepciones no salariales;2013T3;90,52
De 50 a 199;Servicios;Coste por percepciones no salariales;2013T2;89,55
De 50 a 199;Servicios;Coste por percepciones no salariales;2013T1;111,05
De 50 a 199;Servicios;Coste por percepciones no salariales;2012T4;92,8
De 50 a 199;Servicios;Coste por percepciones no salariales;2012T3;92,36
De 50 a 199;Servicios;Coste por percepciones no salariales;2012T2;104,07
De 50 a 199;Servicios;Coste por percepciones no salariales;2012T1;117,67
De 50 a 199;Servicios;Coste por percepciones no salariales;2011T4;106,21
De 50 a 199;Servicios;Coste por percepciones no salariales;2011T3;86,13
De 50 a 199;Servicios;Coste por percepciones no salariales;2011T2;94,55
De 50 a 199;Servicios;Coste por percepciones no salariales;2011T1;121,86
De 50 a 199;Servicios;Coste por percepciones no salariales;2010T4;96,13
De 50 a 199;Servicios;Coste por percepciones no salariales;2010T3;94,84
De 50 a 199;Servicios;Coste por percepciones no salariales;2010T2;100
De 50 a 199;Servicios;Coste por percepciones no salariales;2010T1;108,63
De 50 a 199;Servicios;Coste por percepciones no salariales;2009T4;123,51
De 50 a 199;Servicios;Coste por percepciones no salariales;2009T3;91,44
De 50 a 199;Servicios;Coste por percepciones no salariales;2009T2;112,46
De 50 a 199;Servicios;Coste por percepciones no salariales;2009T1;143,87
De 50 a 199;Servicios;Coste por percepciones no salariales;2008T4;93,38
De 50 a 199;Servicios;Coste por percepciones no salariales;2008T3;82,25
De 50 a 199;Servicios;Coste por percepciones no salariales;2008T2;104,48
De 50 a 199;Servicios;Coste por percepciones no salariales;2008T1;82,13
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2024T4;761,51
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2024T3;761,28
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2024T2;749,56
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2024T1;742,96
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2023T4;734,03
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2023T3;736,23
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2023T2;728,35
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2023T1;722,57
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2022T4;689,02
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2022T3;682,81
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2022T2;671,63
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2022T1;671,46
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2021T4;659,01
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2021T3;644,69
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2021T2;642,62
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2021T1;634,76
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2020T4;642,49
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2020T3;623,58
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2020T2;600,27
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2020T1;636,48
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2019T4;640,79
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2019T3;642,05
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2019T2;633,58
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2019T1;628,69
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2018T4;608,35
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2018T3;612,85
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2018T2;601,26
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2018T1;597,83
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2017T4;596,32
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2017T3;597,58
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2017T2;592,69
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2017T1;596,55
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2016T4;594,97
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2016T3;594,1
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2016T2;587,69
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2016T1;593,8
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2015T4;598,12
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2015T3;597,76
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2015T2;592,85
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2015T1;593,26
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2014T4;584,72
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2014T3;591,74
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2014T2;584,62
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2014T1;580,42
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2013T4;579,09
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2013T3;583,25
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2013T2;575,58
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2013T1;579,14
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2012T4;572,31
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2012T3;576,77
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2012T2;572,2
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2012T1;577,27
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2011T4;572,53
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2011T3;573,96
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2011T2;569,56
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2011T1;569,13
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2010T4;558,38
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2010T3;562,7
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2010T2;561,11
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2010T1;561,34
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2009T4;567,9
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2009T3;568,5
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2009T2;559,07
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2009T1;556,18
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2008T4;550,52
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2008T3;554,12
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2008T2;547,79
De 50 a 199;Servicios;Coste por cotizaciones obligatorias;2008T1;547,75
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2024T4;24,03
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2024T3;17,84
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2024T2;17,88
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2024T1;18,13
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2023T4;25,76
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2023T3;20,71
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2023T2;21,53
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2023T1;20,63
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2022T4;23,16
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2022T3;16,76
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2022T2;20,39
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2022T1;17,75
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2021T4;22,88
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2021T3;18,75
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2021T2;21,45
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2021T1;13,88
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2020T4;21,17
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2020T3;17,18
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2020T2;18,45
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2020T1;15,01
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2019T4;20,28
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2019T3;15,58
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2019T2;15,33
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2019T1;13,87
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2018T4;18,61
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2018T3;15,01
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2018T2;12,95
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2018T1;11,64
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2017T4;19,94
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2017T3;14,63
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2017T2;13,97
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2017T1;13,43
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2016T4;18,89
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2016T3;14,11
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2016T2;13,46
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2016T1;13,71
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2015T4;20,12
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2015T3;14,18
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2015T2;13,94
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2015T1;13,13
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2014T4;18,6
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2014T3;12,68
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2014T2;12,19
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2014T1;11,56
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2013T4;15,51
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2013T3;11,3
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2013T2;10,85
De 50 a 199;Servicios;Subvenciones y bonificaciones de la S.Social;2013T1;10,48
