Secciones de actividad;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2019T2;94
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2019T1;94
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2018T4;95,3
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2018T3;95,4
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2018T2;96,3
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2018T1;96
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2017T4;94,3
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2017T3;95,2
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2017T2;93,5
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2017T1;93,7
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2016T4;94,2
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2016T3;95
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2016T2;94,3
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2016T1;94,9
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2015T4;93
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2015T3;94,2
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2015T2;93,5
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2015T1;92,9
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2014T4;92,6
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2014T3;94
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2014T2;92,2
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2014T1;92,2
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2013T4;""
N Actividades administrativas y servicios auxiliares;No se necesita ningún trabajador;2013T3;93
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2024T4;8,3
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2024T3;7,8
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2024T2;6,5
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2024T1;5,3
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2023T4;4,9
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2023T3;4,4
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2023T2;5,3
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2023T1;6,1
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2022T4;5,8
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2022T3;5,4
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2022T2;4,4
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2022T1;4,1
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2021T4;2,5
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2021T3;1,9
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2021T2;2,7
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2021T1;2,7
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2020T4;1,4
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2020T3;1,2
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2020T2;1,7
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2020T1;5,6
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2019T4;5,1
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2019T3;3,6
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2019T2;4,3
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2019T1;3,7
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2018T4;2,9
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2018T3;2,9
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2018T2;1,9
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2018T1;2,4
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2017T4;3,1
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2017T3;2,5
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2017T2;3,7
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2017T1;3,5
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2016T4;2,6
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2016T3;2,7
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2016T2;3,1
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2016T1;2,2
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2015T4;4,1
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2015T3;3,6
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2015T2;4,4
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2015T1;5
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2014T4;2,4
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2014T3;3,8
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2014T2;3
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2014T1;4,8
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2013T4;""
N Actividades administrativas y servicios auxiliares;Elevado coste de contratación;2013T3;3,5
N Actividades administrativas y servicios auxiliares;Otros;2024T4;3
N Actividades administrativas y servicios auxiliares;Otros;2024T3;2,2
N Actividades administrativas y servicios auxiliares;Otros;2024T2;2,7
N Actividades administrativas y servicios auxiliares;Otros;2024T1;3,9
N Actividades administrativas y servicios auxiliares;Otros;2023T4;3
N Actividades administrativas y servicios auxiliares;Otros;2023T3;2,7
N Actividades administrativas y servicios auxiliares;Otros;2023T2;2,7
N Actividades administrativas y servicios auxiliares;Otros;2023T1;2,9
N Actividades administrativas y servicios auxiliares;Otros;2022T4;2,3
N Actividades administrativas y servicios auxiliares;Otros;2022T3;1,6
N Actividades administrativas y servicios auxiliares;Otros;2022T2;1,9
N Actividades administrativas y servicios auxiliares;Otros;2022T1;2
N Actividades administrativas y servicios auxiliares;Otros;2021T4;2,5
N Actividades administrativas y servicios auxiliares;Otros;2021T3;3,2
N Actividades administrativas y servicios auxiliares;Otros;2021T2;2,9
N Actividades administrativas y servicios auxiliares;Otros;2021T1;3,7
N Actividades administrativas y servicios auxiliares;Otros;2020T4;1,7
N Actividades administrativas y servicios auxiliares;Otros;2020T3;1,8
N Actividades administrativas y servicios auxiliares;Otros;2020T2;1,9
N Actividades administrativas y servicios auxiliares;Otros;2020T1;1,4
N Actividades administrativas y servicios auxiliares;Otros;2019T4;1,8
N Actividades administrativas y servicios auxiliares;Otros;2019T3;2,2
N Actividades administrativas y servicios auxiliares;Otros;2019T2;1,7
N Actividades administrativas y servicios auxiliares;Otros;2019T1;2,3
N Actividades administrativas y servicios auxiliares;Otros;2018T4;1,8
N Actividades administrativas y servicios auxiliares;Otros;2018T3;1,7
N Actividades administrativas y servicios auxiliares;Otros;2018T2;1,8
N Actividades administrativas y servicios auxiliares;Otros;2018T1;1,6
N Actividades administrativas y servicios auxiliares;Otros;2017T4;2,6
N Actividades administrativas y servicios auxiliares;Otros;2017T3;2,3
N Actividades administrativas y servicios auxiliares;Otros;2017T2;2,8
N Actividades administrativas y servicios auxiliares;Otros;2017T1;2,8
N Actividades administrativas y servicios auxiliares;Otros;2016T4;3,2
N Actividades administrativas y servicios auxiliares;Otros;2016T3;2,3
N Actividades administrativas y servicios auxiliares;Otros;2016T2;2,6
N Actividades administrativas y servicios auxiliares;Otros;2016T1;2,9
N Actividades administrativas y servicios auxiliares;Otros;2015T4;2,9
N Actividades administrativas y servicios auxiliares;Otros;2015T3;2,2
N Actividades administrativas y servicios auxiliares;Otros;2015T2;2,1
N Actividades administrativas y servicios auxiliares;Otros;2015T1;2,1
N Actividades administrativas y servicios auxiliares;Otros;2014T4;5
N Actividades administrativas y servicios auxiliares;Otros;2014T3;2,2
N Actividades administrativas y servicios auxiliares;Otros;2014T2;4,8
N Actividades administrativas y servicios auxiliares;Otros;2014T1;3,1
N Actividades administrativas y servicios auxiliares;Otros;2013T4;""
N Actividades administrativas y servicios auxiliares;Otros;2013T3;3,5
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2024T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2024T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2024T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2024T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2023T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2023T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2023T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2023T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2022T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2022T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2022T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2022T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2021T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2021T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2021T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2021T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2020T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2020T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2020T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2020T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2019T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2019T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2019T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2019T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2018T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2018T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2018T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2018T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2017T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2017T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2017T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2017T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2016T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2016T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2016T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2016T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2015T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2015T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2015T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2015T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2014T4;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2014T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2014T2;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2014T1;100
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2013T4;""
O Administración Pública y defensa, Seguridad Social obligatoria;Total;2013T3;100
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2024T4;71,9
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2024T3;66,8
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2024T2;74,8
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2024T1;71,9
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2023T4;79,2
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2023T3;81,2
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2023T2;82,3
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2023T1;78,3
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2022T4;83,1
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2022T3;78
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2022T2;74,3
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2022T1;80,7
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2021T4;81,1
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2021T3;84,4
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2021T2;78,3
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2021T1;76,1
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2020T4;80
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2020T3;76,3
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2020T2;73,8
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2020T1;66,7
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2019T4;75,4
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2019T3;68,2
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2019T2;75,6
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2019T1;79
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2018T4;70,1
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2018T3;70,9
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2018T2;76,9
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2018T1;68,4
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2017T4;73,8
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2017T3;74,1
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2017T2;69,9
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2017T1;69,2
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2016T4;78,4
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2016T3;73
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2016T2;77
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2016T1;72,6
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2015T4;68,3
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2015T3;69,1
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2015T2;69,2
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2015T1;73,2
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2014T4;78,1
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2014T3;74,2
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2014T2;73,5
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2014T1;70,3
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2013T4;""
O Administración Pública y defensa, Seguridad Social obligatoria;No se necesita ningún trabajador;2013T3;72,8
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2024T4;7,3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2024T3;6,8
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2024T2;2,6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2024T1;3,8
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2023T4;1,8
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2023T3;3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2023T2;2,5
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2023T1;2,6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2022T4;3,6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2022T3;6,3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2022T2;7,3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2022T1;5,6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2021T4;3,7
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2021T3;4,6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2021T2;5,1
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2021T1;4,6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2020T4;4,7
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2020T3;6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2020T2;9,7
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2020T1;8,1
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2019T4;7,8
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2019T3;12,3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2019T2;8,1
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2019T1;6,5
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2018T4;12,9
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2018T3;8,2
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2018T2;3,3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2018T1;7,5
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2017T4;5,2
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2017T3;2,7
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2017T2;6,7
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2017T1;5,4
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2016T4;1,8
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2016T3;5,2
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2016T2;2,3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2016T1;4,7
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2015T4;7
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2015T3;6,6
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2015T2;4,5
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2015T1;4,9
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2014T4;3
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2014T3;5,4
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2014T2;7,2
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2014T1;7,2
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2013T4;""
O Administración Pública y defensa, Seguridad Social obligatoria;Elevado coste de contratación;2013T3;7,2
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2024T4;20,8
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2024T3;26,4
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2024T2;22,6
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2024T1;24,3
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2023T4;19
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2023T3;15,8
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2023T2;15,2
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2023T1;19,1
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2022T4;13,3
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2022T3;15,7
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2022T2;18,4
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2022T1;13,7
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2021T4;15,2
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2021T3;11
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2021T2;16,6
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2021T1;19,3
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2020T4;15,3
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2020T3;17,7
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2020T2;16,5
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2020T1;25,2
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2019T4;16,8
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2019T3;19,5
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2019T2;16,3
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2019T1;14,5
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2018T4;17
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2018T3;20,9
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2018T2;19,8
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2018T1;24,1
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2017T4;21
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2017T3;23,2
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2017T2;23,4
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2017T1;25,4
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2016T4;19,8
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2016T3;21,8
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2016T2;20,7
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2016T1;22,7
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2015T4;24,7
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2015T3;24,3
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2015T2;26,3
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2015T1;21,9
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2014T4;18,9
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2014T3;20,4
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2014T2;19,4
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2014T1;22,6
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2013T4;""
O Administración Pública y defensa, Seguridad Social obligatoria;Otros;2013T3;20
P Educación;Total;2024T4;100
P Educación;Total;2024T3;100
P Educación;Total;2024T2;100
P Educación;Total;2024T1;100
P Educación;Total;2023T4;100
P Educación;Total;2023T3;100
P Educación;Total;2023T2;100
P Educación;Total;2023T1;100
P Educación;Total;2022T4;100
P Educación;Total;2022T3;100
P Educación;Total;2022T2;100
P Educación;Total;2022T1;100
P Educación;Total;2021T4;100
P Educación;Total;2021T3;100
P Educación;Total;2021T2;100
P Educación;Total;2021T1;100
P Educación;Total;2020T4;100
P Educación;Total;2020T3;100
P Educación;Total;2020T2;100
P Educación;Total;2020T1;100
P Educación;Total;2019T4;100
P Educación;Total;2019T3;100
P Educación;Total;2019T2;100
P Educación;Total;2019T1;100
P Educación;Total;2018T4;100
P Educación;Total;2018T3;100
P Educación;Total;2018T2;100
P Educación;Total;2018T1;100
P Educación;Total;2017T4;100
P Educación;Total;2017T3;100
P Educación;Total;2017T2;100
P Educación;Total;2017T1;100
P Educación;Total;2016T4;100
P Educación;Total;2016T3;100
P Educación;Total;2016T2;100
P Educación;Total;2016T1;100
P Educación;Total;2015T4;100
P Educación;Total;2015T3;100
P Educación;Total;2015T2;100
P Educación;Total;2015T1;100
P Educación;Total;2014T4;100
P Educación;Total;2014T3;100
P Educación;Total;2014T2;100
P Educación;Total;2014T1;100
P Educación;Total;2013T4;""
P Educación;Total;2013T3;100
P Educación;No se necesita ningún trabajador;2024T4;95,6
P Educación;No se necesita ningún trabajador;2024T3;93,4
P Educación;No se necesita ningún trabajador;2024T2;94,3
P Educación;No se necesita ningún trabajador;2024T1;97,4
P Educación;No se necesita ningún trabajador;2023T4;96,3
P Educación;No se necesita ningún trabajador;2023T3;97
P Educación;No se necesita ningún trabajador;2023T2;95,5
P Educación;No se necesita ningún trabajador;2023T1;97,5
P Educación;No se necesita ningún trabajador;2022T4;94,8
P Educación;No se necesita ningún trabajador;2022T3;97,9
P Educación;No se necesita ningún trabajador;2022T2;96,8
P Educación;No se necesita ningún trabajador;2022T1;98,1
P Educación;No se necesita ningún trabajador;2021T4;93,9
P Educación;No se necesita ningún trabajador;2021T3;97,4
P Educación;No se necesita ningún trabajador;2021T2;97,8
P Educación;No se necesita ningún trabajador;2021T1;98,3
P Educación;No se necesita ningún trabajador;2020T4;97,5
P Educación;No se necesita ningún trabajador;2020T3;96,7
P Educación;No se necesita ningún trabajador;2020T2;96
P Educación;No se necesita ningún trabajador;2020T1;95,6
P Educación;No se necesita ningún trabajador;2019T4;94,4
P Educación;No se necesita ningún trabajador;2019T3;93,5
P Educación;No se necesita ningún trabajador;2019T2;96
P Educación;No se necesita ningún trabajador;2019T1;95,8
P Educación;No se necesita ningún trabajador;2018T4;95,6
P Educación;No se necesita ningún trabajador;2018T3;95,7
P Educación;No se necesita ningún trabajador;2018T2;95,7
P Educación;No se necesita ningún trabajador;2018T1;95
P Educación;No se necesita ningún trabajador;2017T4;94,4
P Educación;No se necesita ningún trabajador;2017T3;96,3
P Educación;No se necesita ningún trabajador;2017T2;94,8
P Educación;No se necesita ningún trabajador;2017T1;90,7
P Educación;No se necesita ningún trabajador;2016T4;92,5
P Educación;No se necesita ningún trabajador;2016T3;92,7
P Educación;No se necesita ningún trabajador;2016T2;96,7
P Educación;No se necesita ningún trabajador;2016T1;93,9
P Educación;No se necesita ningún trabajador;2015T4;93
P Educación;No se necesita ningún trabajador;2015T3;96
P Educación;No se necesita ningún trabajador;2015T2;92,1
P Educación;No se necesita ningún trabajador;2015T1;90,2
P Educación;No se necesita ningún trabajador;2014T4;92,8
P Educación;No se necesita ningún trabajador;2014T3;94,6
P Educación;No se necesita ningún trabajador;2014T2;93,6
P Educación;No se necesita ningún trabajador;2014T1;93,8
P Educación;No se necesita ningún trabajador;2013T4;""
P Educación;No se necesita ningún trabajador;2013T3;93,1
P Educación;Elevado coste de contratación;2024T4;3,5
P Educación;Elevado coste de contratación;2024T3;4,4
P Educación;Elevado coste de contratación;2024T2;4,2
P Educación;Elevado coste de contratación;2024T1;0,2
P Educación;Elevado coste de contratación;2023T4;1,8
P Educación;Elevado coste de contratación;2023T3;1
P Educación;Elevado coste de contratación;2023T2;3
P Educación;Elevado coste de contratación;2023T1;0,5
P Educación;Elevado coste de contratación;2022T4;2,7
P Educación;Elevado coste de contratación;2022T3;0,4
