Actividad económica CNAE-09;Clase de indicador;Periodo;Total
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2018T2;0
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2018T1;9.484,16
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2017T4;333,07
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2017T3;750
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2017T2;9.914,76
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2017T1;199,3
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2016T4;3.583,9
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2016T3;214,4
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2016T2;19.108,17
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2016T1;8.628,63
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2015T4;22.910,81
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2015T3;145,98
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2015T2;4.416,01
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2015T1;9.780,97
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2014T4;9.385,49
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2014T3;5.399,71
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2014T2;1.801,35
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2014T1;9.788,01
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2013T4;2.070,15
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2013T3;316,57
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2013T2;2.711,08
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2013T1;3.376,89
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2012T4;515,96
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2012T3;367,01
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2012T2;812,95
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2012T1;6.950,74
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2011T4;180,19
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2011T3;665,1
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2011T2;27.664,63
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2011T1;6.180,99
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2010T4;28.284,53
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2010T3;243,03
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2010T2;2.938,51
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2010T1;146,88
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2009T4;1.872,72
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2009T3;8.873,49
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2009T2;1.032,15
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2009T1;93,95
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2008T4;24.083,72
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2008T3;10.691,92
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2008T2;478,71
O Administración Pública y defensa, Seguridad Social obligatoria;Coste indemnización por trabajador despedido;2008T1;861,35
P Educación;Percepciones por día de IT;2024T4;22,97
P Educación;Percepciones por día de IT;2024T3;18,31
P Educación;Percepciones por día de IT;2024T2;20,88
P Educación;Percepciones por día de IT;2024T1;22,38
P Educación;Percepciones por día de IT;2023T4;22,49
P Educación;Percepciones por día de IT;2023T3;18,2
P Educación;Percepciones por día de IT;2023T2;20,16
P Educación;Percepciones por día de IT;2023T1;23,96
P Educación;Percepciones por día de IT;2022T4;23,5
P Educación;Percepciones por día de IT;2022T3;19,17
P Educación;Percepciones por día de IT;2022T2;17,41
P Educación;Percepciones por día de IT;2022T1;18,16
P Educación;Percepciones por día de IT;2021T4;18,8
P Educación;Percepciones por día de IT;2021T3;15,41
P Educación;Percepciones por día de IT;2021T2;17,52
P Educación;Percepciones por día de IT;2021T1;19,94
P Educación;Percepciones por día de IT;2020T4;20,16
P Educación;Percepciones por día de IT;2020T3;14,44
P Educación;Percepciones por día de IT;2020T2;14,53
P Educación;Percepciones por día de IT;2020T1;23,92
P Educación;Percepciones por día de IT;2019T4;21,38
P Educación;Percepciones por día de IT;2019T3;12,46
P Educación;Percepciones por día de IT;2019T2;16,48
P Educación;Percepciones por día de IT;2019T1;22,37
P Educación;Percepciones por día de IT;2018T4;20,41
P Educación;Percepciones por día de IT;2018T3;13,05
P Educación;Percepciones por día de IT;2018T2;17,22
P Educación;Percepciones por día de IT;2018T1;17,65
P Educación;Percepciones por día de IT;2017T4;17,87
P Educación;Percepciones por día de IT;2017T3;13,67
P Educación;Percepciones por día de IT;2017T2;14,99
P Educación;Percepciones por día de IT;2017T1;18,21
P Educación;Percepciones por día de IT;2016T4;19,25
P Educación;Percepciones por día de IT;2016T3;15,98
P Educación;Percepciones por día de IT;2016T2;14,53
P Educación;Percepciones por día de IT;2016T1;19,12
P Educación;Percepciones por día de IT;2015T4;19,09
P Educación;Percepciones por día de IT;2015T3;16,04
P Educación;Percepciones por día de IT;2015T2;17,03
P Educación;Percepciones por día de IT;2015T1;17,59
P Educación;Percepciones por día de IT;2014T4;14,63
P Educación;Percepciones por día de IT;2014T3;14,37
P Educación;Percepciones por día de IT;2014T2;15,15
P Educación;Percepciones por día de IT;2014T1;17,43
P Educación;Percepciones por día de IT;2013T4;16,01
P Educación;Percepciones por día de IT;2013T3;13,04
P Educación;Percepciones por día de IT;2013T2;17,15
P Educación;Percepciones por día de IT;2013T1;16,28
P Educación;Percepciones por día de IT;2012T4;16,54
P Educación;Percepciones por día de IT;2012T3;16,73
P Educación;Percepciones por día de IT;2012T2;16,71
P Educación;Percepciones por día de IT;2012T1;20,96
P Educación;Percepciones por día de IT;2011T4;19,01
P Educación;Percepciones por día de IT;2011T3;18,88
P Educación;Percepciones por día de IT;2011T2;16,97
P Educación;Percepciones por día de IT;2011T1;21,35
P Educación;Percepciones por día de IT;2010T4;21,02
P Educación;Percepciones por día de IT;2010T3;19,21
P Educación;Percepciones por día de IT;2010T2;20,85
P Educación;Percepciones por día de IT;2010T1;19,36
P Educación;Percepciones por día de IT;2009T4;24,76
P Educación;Percepciones por día de IT;2009T3;21,83
P Educación;Percepciones por día de IT;2009T2;21,85
P Educación;Percepciones por día de IT;2009T1;21,81
P Educación;Percepciones por día de IT;2008T4;21,7
P Educación;Percepciones por día de IT;2008T3;18,16
P Educación;Percepciones por día de IT;2008T2;20,17
P Educación;Percepciones por día de IT;2008T1;19,65
P Educación;Coste indemnización por trabajador despedido;2024T4;1.135,09
P Educación;Coste indemnización por trabajador despedido;2024T3;12.280,11
P Educación;Coste indemnización por trabajador despedido;2024T2;3.928,97
P Educación;Coste indemnización por trabajador despedido;2024T1;4.675,01
P Educación;Coste indemnización por trabajador despedido;2023T4;1.518,29
P Educación;Coste indemnización por trabajador despedido;2023T3;1.934,61
P Educación;Coste indemnización por trabajador despedido;2023T2;4.667,62
P Educación;Coste indemnización por trabajador despedido;2023T1;471,7
P Educación;Coste indemnización por trabajador despedido;2022T4;4.186,05
P Educación;Coste indemnización por trabajador despedido;2022T3;894,57
P Educación;Coste indemnización por trabajador despedido;2022T2;883,68
P Educación;Coste indemnización por trabajador despedido;2022T1;1.675,45
P Educación;Coste indemnización por trabajador despedido;2021T4;1.125,52
P Educación;Coste indemnización por trabajador despedido;2021T3;8.823,05
P Educación;Coste indemnización por trabajador despedido;2021T2;2.584,46
P Educación;Coste indemnización por trabajador despedido;2021T1;1.857,37
P Educación;Coste indemnización por trabajador despedido;2020T4;3.917,55
P Educación;Coste indemnización por trabajador despedido;2020T3;8.521,48
P Educación;Coste indemnización por trabajador despedido;2020T2;8.749,69
P Educación;Coste indemnización por trabajador despedido;2020T1;821,32
P Educación;Coste indemnización por trabajador despedido;2019T4;2.758,66
P Educación;Coste indemnización por trabajador despedido;2019T3;2.821,15
P Educación;Coste indemnización por trabajador despedido;2019T2;5.271,69
P Educación;Coste indemnización por trabajador despedido;2019T1;2.426,02
P Educación;Coste indemnización por trabajador despedido;2018T4;5.090,01
P Educación;Coste indemnización por trabajador despedido;2018T3;6.152,64
P Educación;Coste indemnización por trabajador despedido;2018T2;1.266,12
P Educación;Coste indemnización por trabajador despedido;2018T1;2.463,47
P Educación;Coste indemnización por trabajador despedido;2017T4;13.340,76
P Educación;Coste indemnización por trabajador despedido;2017T3;4.684,14
P Educación;Coste indemnización por trabajador despedido;2017T2;815,82
P Educación;Coste indemnización por trabajador despedido;2017T1;37.448,44
P Educación;Coste indemnización por trabajador despedido;2016T4;5.112,41
P Educación;Coste indemnización por trabajador despedido;2016T3;8.563,34
P Educación;Coste indemnización por trabajador despedido;2016T2;1.502,41
P Educación;Coste indemnización por trabajador despedido;2016T1;14.397,06
P Educación;Coste indemnización por trabajador despedido;2015T4;4.499,85
P Educación;Coste indemnización por trabajador despedido;2015T3;7.057,38
P Educación;Coste indemnización por trabajador despedido;2015T2;6.229,93
P Educación;Coste indemnización por trabajador despedido;2015T1;10.162,63
P Educación;Coste indemnización por trabajador despedido;2014T4;7.559,58
P Educación;Coste indemnización por trabajador despedido;2014T3;4.889,11
P Educación;Coste indemnización por trabajador despedido;2014T2;2.517,64
P Educación;Coste indemnización por trabajador despedido;2014T1;3.145,93
P Educación;Coste indemnización por trabajador despedido;2013T4;5.473,79
P Educación;Coste indemnización por trabajador despedido;2013T3;10.592,99
P Educación;Coste indemnización por trabajador despedido;2013T2;17.496,51
P Educación;Coste indemnización por trabajador despedido;2013T1;2.301,4
P Educación;Coste indemnización por trabajador despedido;2012T4;2.314,6
P Educación;Coste indemnización por trabajador despedido;2012T3;7.504,3
P Educación;Coste indemnización por trabajador despedido;2012T2;4.448,41
P Educación;Coste indemnización por trabajador despedido;2012T1;3.994,03
P Educación;Coste indemnización por trabajador despedido;2011T4;3.826,81
P Educación;Coste indemnización por trabajador despedido;2011T3;4.465,26
P Educación;Coste indemnización por trabajador despedido;2011T2;7.702,94
P Educación;Coste indemnización por trabajador despedido;2011T1;6.473,2
P Educación;Coste indemnización por trabajador despedido;2010T4;5.325,86
P Educación;Coste indemnización por trabajador despedido;2010T3;6.760,5
P Educación;Coste indemnización por trabajador despedido;2010T2;14.538,04
P Educación;Coste indemnización por trabajador despedido;2010T1;6.268,81
P Educación;Coste indemnización por trabajador despedido;2009T4;2.147,31
P Educación;Coste indemnización por trabajador despedido;2009T3;15.287,56
P Educación;Coste indemnización por trabajador despedido;2009T2;2.636,84
P Educación;Coste indemnización por trabajador despedido;2009T1;2.760,33
P Educación;Coste indemnización por trabajador despedido;2008T4;10.468,72
P Educación;Coste indemnización por trabajador despedido;2008T3;4.647,86
P Educación;Coste indemnización por trabajador despedido;2008T2;18.840,2
P Educación;Coste indemnización por trabajador despedido;2008T1;762,96
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2024T4;18,16
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2024T3;16,32
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2024T2;18,2
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2024T1;18,37
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2023T4;17,45
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2023T3;16,08
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2023T2;17,37
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2023T1;17,73
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2022T4;17,72
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2022T3;14,9
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2022T2;16,76
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2022T1;14,6
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2021T4;15,84
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2021T3;15,94
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2021T2;15,84
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2021T1;17,01
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2020T4;14,74
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2020T3;13,2
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2020T2;16,17
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2020T1;16,26
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2019T4;15,8
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2019T3;12,88
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2019T2;14,51
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2019T1;15,95
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2018T4;14,39
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2018T3;11,25
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2018T2;13,14
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2018T1;13,91
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2017T4;12,41
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2017T3;11,8
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2017T2;13,91
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2017T1;12,91
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2016T4;13,21
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2016T3;12,65
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2016T2;13,55
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2016T1;13,81
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2015T4;14,05
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2015T3;11,89
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2015T2;13,61
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2015T1;13,77
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2014T4;13,03
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2014T3;12,84
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2014T2;13,67
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2014T1;14,44
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2013T4;14,33
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2013T3;13,65
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2013T2;14
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2013T1;15,09
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2012T4;13,38
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2012T3;13,58
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2012T2;15,19
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2012T1;17,51
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2011T4;16,03
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2011T3;16,15
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2011T2;17,72
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2011T1;18,27
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2010T4;17,7
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2010T3;17,16
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2010T2;18,09
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2010T1;17,67
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2009T4;18,8
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2009T3;16,08
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2009T2;18,46
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2009T1;17,78
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2008T4;16,93
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2008T3;14,7
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2008T2;15,88
Q Actividades sanitarias y de servicios sociales;Percepciones por día de IT;2008T1;16,79
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2024T4;3.441,33
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2024T3;2.545,74
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2024T2;3.700,04
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2024T1;6.049,08
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2023T4;5.642,39
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2023T3;1.153,5
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2023T2;4.048,45
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2023T1;1.891,65
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2022T4;2.698,85
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2022T3;3.411,03
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2022T2;2.717,86
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2022T1;1.592,21
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2021T4;3.119,24
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2021T3;4.600,12
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2021T2;6.246,13
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2021T1;11.128,54
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2020T4;4.220,99
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2020T3;6.361,75
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2020T2;1.150,61
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2020T1;5.110,93
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2019T4;6.333,52
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2019T3;913
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2019T2;3.307,31
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2019T1;6.521,69
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2018T4;6.603,48
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2018T3;4.038,48
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2018T2;8.479,96
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2018T1;4.865,53
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2017T4;6.489,13
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2017T3;4.481,31
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2017T2;9.009,98
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2017T1;1.459,39
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2016T4;7.753,78
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2016T3;3.500,8
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2016T2;6.012,07
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2016T1;5.495,63
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2015T4;3.481,48
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2015T3;7.274,43
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2015T2;24.469,92
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2015T1;2.450,71
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2014T4;2.067,22
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2014T3;7.648,15
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2014T2;3.938,77
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2014T1;6.388,16
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2013T4;6.885,4
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2013T3;6.507,95
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2013T2;9.064,98
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2013T1;3.359,28
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2012T4;5.331,18
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2012T3;4.135,82
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2012T2;6.427,49
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2012T1;3.531,93
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2011T4;3.799,34
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2011T3;7.416,81
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2011T2;6.090,99
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2011T1;11.865,01
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2010T4;6.768,75
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2010T3;2.822,61
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2010T2;1.614,06
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2010T1;3.726,85
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2009T4;4.293,77
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2009T3;18.383,97
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2009T2;3.831,56
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2009T1;4.821,37
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2008T4;14.563,61
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2008T3;5.410,11
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2008T2;4.325,25
Q Actividades sanitarias y de servicios sociales;Coste indemnización por trabajador despedido;2008T1;5.611,11
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2024T4;8,81
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2024T3;7,66
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2024T2;7,97
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2024T1;9,67
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2023T4;10,59
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2023T3;8,17
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2023T2;9,74
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2023T1;8,25
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2022T4;8,88
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2022T3;9,01
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2022T2;8,58
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2022T1;7,8
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2021T4;7,84
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2021T3;11,39
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2021T2;10,79
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2021T1;8,93
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2020T4;10,15
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2020T3;9,31
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2020T2;16,74
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2020T1;13,85
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2019T4;9,63
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2019T3;8,2
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2019T2;11,45
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2019T1;10,17
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2018T4;8,04
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2018T3;7,86
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2018T2;7,94
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2018T1;17,37
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2017T4;9,57
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2017T3;10,63
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2017T2;9,98
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2017T1;10,7
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2016T4;7,8
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2016T3;8,6
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2016T2;8,28
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2016T1;9,2
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2015T4;11,53
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2015T3;9,5
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2015T2;9,9
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2015T1;10,36
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2014T4;12,44
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2014T3;11,92
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2014T2;14,88
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2014T1;15,7
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2013T4;16,39
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2013T3;19,66
R Actividades artísticas, recreativas y de entretenimiento;Percepciones por día de IT;2013T2;21,03
