Tamaño del establecimiento;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T4;5,82
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T3;6,48
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T2;5,52
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T1;5,75
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T4;5,72
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T3;6,16
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T2;5,61
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T1;5,59
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T4;5,78
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T3;6,37
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T2;5,79
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T1;5,66
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T4;5,76
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T3;6,1
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T2;5,68
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T1;5,7
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T4;5,74
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T3;6,2
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T2;5,71
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T1;5,63
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T4;5,48
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T3;5,93
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T2;5,25
De 200 o más;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T1;5,41
De 200 o más;Industria;Coste laboral total por hora;2024T4;34,37
De 200 o más;Industria;Coste laboral total por hora;2024T3;34,33
De 200 o más;Industria;Coste laboral total por hora;2024T2;31,93
De 200 o más;Industria;Coste laboral total por hora;2024T1;30,45
De 200 o más;Industria;Coste laboral total por hora;2023T4;33,6
De 200 o más;Industria;Coste laboral total por hora;2023T3;32,91
De 200 o más;Industria;Coste laboral total por hora;2023T2;31,31
De 200 o más;Industria;Coste laboral total por hora;2023T1;29,01
De 200 o más;Industria;Coste laboral total por hora;2022T4;31,93
De 200 o más;Industria;Coste laboral total por hora;2022T3;32,37
De 200 o más;Industria;Coste laboral total por hora;2022T2;30,33
De 200 o más;Industria;Coste laboral total por hora;2022T1;27,84
De 200 o más;Industria;Coste laboral total por hora;2021T4;30,97
De 200 o más;Industria;Coste laboral total por hora;2021T3;30,6
De 200 o más;Industria;Coste laboral total por hora;2021T2;29,19
De 200 o más;Industria;Coste laboral total por hora;2021T1;27,79
De 200 o más;Industria;Coste laboral total por hora;2020T4;30,57
De 200 o más;Industria;Coste laboral total por hora;2020T3;30,6
De 200 o más;Industria;Coste laboral total por hora;2020T2;31,3
De 200 o más;Industria;Coste laboral total por hora;2020T1;26,95
De 200 o más;Industria;Coste laboral total por hora;2019T4;29,65
De 200 o más;Industria;Coste laboral total por hora;2019T3;30,52
De 200 o más;Industria;Coste laboral total por hora;2019T2;28,98
De 200 o más;Industria;Coste laboral total por hora;2019T1;26,02
De 200 o más;Industria;Coste laboral total por hora;2018T4;29,79
De 200 o más;Industria;Coste laboral total por hora;2018T3;30,27
De 200 o más;Industria;Coste laboral total por hora;2018T2;27,6
De 200 o más;Industria;Coste laboral total por hora;2018T1;26,32
De 200 o más;Industria;Coste laboral total por hora;2017T4;29,99
De 200 o más;Industria;Coste laboral total por hora;2017T3;30,19
De 200 o más;Industria;Coste laboral total por hora;2017T2;28,49
De 200 o más;Industria;Coste laboral total por hora;2017T1;25,48
De 200 o más;Industria;Coste laboral total por hora;2016T4;29,57
De 200 o más;Industria;Coste laboral total por hora;2016T3;30,19
De 200 o más;Industria;Coste laboral total por hora;2016T2;27,02
De 200 o más;Industria;Coste laboral total por hora;2016T1;26,65
De 200 o más;Industria;Coste laboral total por hora;2015T4;29,31
De 200 o más;Industria;Coste laboral total por hora;2015T3;29,99
De 200 o más;Industria;Coste laboral total por hora;2015T2;27,76
De 200 o más;Industria;Coste laboral total por hora;2015T1;25,66
De 200 o más;Industria;Coste laboral total por hora;2014T4;29,27
De 200 o más;Industria;Coste laboral total por hora;2014T3;30,4
De 200 o más;Industria;Coste laboral total por hora;2014T2;28,19
De 200 o más;Industria;Coste laboral total por hora;2014T1;25,5
De 200 o más;Industria;Coste laboral total por hora;2013T4;29,26
De 200 o más;Industria;Coste laboral total por hora;2013T3;30,84
De 200 o más;Industria;Coste laboral total por hora;2013T2;27,08
De 200 o más;Industria;Coste laboral total por hora;2013T1;26,25
De 200 o más;Industria;Coste laboral total por hora;2012T4;29,53
De 200 o más;Industria;Coste laboral total por hora;2012T3;30,45
De 200 o más;Industria;Coste laboral total por hora;2012T2;27,74
De 200 o más;Industria;Coste laboral total por hora;2012T1;25,28
De 200 o más;Industria;Coste laboral total por hora;2011T4;28,9
De 200 o más;Industria;Coste laboral total por hora;2011T3;29,34
De 200 o más;Industria;Coste laboral total por hora;2011T2;26,14
De 200 o más;Industria;Coste laboral total por hora;2011T1;24,53
De 200 o más;Industria;Coste laboral total por hora;2010T4;28,29
De 200 o más;Industria;Coste laboral total por hora;2010T3;28,53
De 200 o más;Industria;Coste laboral total por hora;2010T2;26,25
De 200 o más;Industria;Coste laboral total por hora;2010T1;24,67
De 200 o más;Industria;Coste laboral total por hora;2009T4;27,42
De 200 o más;Industria;Coste laboral total por hora;2009T3;28,78
De 200 o más;Industria;Coste laboral total por hora;2009T2;26,17
De 200 o más;Industria;Coste laboral total por hora;2009T1;24,49
De 200 o más;Industria;Coste laboral total por hora;2008T4;26,34
De 200 o más;Industria;Coste laboral total por hora;2008T3;27,16
De 200 o más;Industria;Coste laboral total por hora;2008T2;23,66
De 200 o más;Industria;Coste laboral total por hora;2008T1;23,73
De 200 o más;Industria;Coste salarial total por hora;2024T4;25,56
De 200 o más;Industria;Coste salarial total por hora;2024T3;24,9
De 200 o más;Industria;Coste salarial total por hora;2024T2;23,79
De 200 o más;Industria;Coste salarial total por hora;2024T1;22,3
De 200 o más;Industria;Coste salarial total por hora;2023T4;25,12
De 200 o más;Industria;Coste salarial total por hora;2023T3;23,92
De 200 o más;Industria;Coste salarial total por hora;2023T2;23,28
De 200 o más;Industria;Coste salarial total por hora;2023T1;21,25
De 200 o más;Industria;Coste salarial total por hora;2022T4;23,97
De 200 o más;Industria;Coste salarial total por hora;2022T3;23,85
De 200 o más;Industria;Coste salarial total por hora;2022T2;22,93
De 200 o más;Industria;Coste salarial total por hora;2022T1;20,49
De 200 o más;Industria;Coste salarial total por hora;2021T4;22,96
De 200 o más;Industria;Coste salarial total por hora;2021T3;22,33
De 200 o más;Industria;Coste salarial total por hora;2021T2;21,67
De 200 o más;Industria;Coste salarial total por hora;2021T1;20,39
De 200 o más;Industria;Coste salarial total por hora;2020T4;22,79
De 200 o más;Industria;Coste salarial total por hora;2020T3;22,46
De 200 o más;Industria;Coste salarial total por hora;2020T2;22,86
De 200 o más;Industria;Coste salarial total por hora;2020T1;19,81
De 200 o más;Industria;Coste salarial total por hora;2019T4;22,18
De 200 o más;Industria;Coste salarial total por hora;2019T3;22,51
De 200 o más;Industria;Coste salarial total por hora;2019T2;21,82
De 200 o más;Industria;Coste salarial total por hora;2019T1;19,11
De 200 o más;Industria;Coste salarial total por hora;2018T4;22,44
De 200 o más;Industria;Coste salarial total por hora;2018T3;22,44
De 200 o más;Industria;Coste salarial total por hora;2018T2;20,85
De 200 o más;Industria;Coste salarial total por hora;2018T1;19,46
De 200 o más;Industria;Coste salarial total por hora;2017T4;22,73
De 200 o más;Industria;Coste salarial total por hora;2017T3;22,27
De 200 o más;Industria;Coste salarial total por hora;2017T2;21,39
De 200 o más;Industria;Coste salarial total por hora;2017T1;18,89
De 200 o más;Industria;Coste salarial total por hora;2016T4;22,41
De 200 o más;Industria;Coste salarial total por hora;2016T3;22,34
De 200 o más;Industria;Coste salarial total por hora;2016T2;20,41
De 200 o más;Industria;Coste salarial total por hora;2016T1;19,8
De 200 o más;Industria;Coste salarial total por hora;2015T4;22,24
De 200 o más;Industria;Coste salarial total por hora;2015T3;22,37
De 200 o más;Industria;Coste salarial total por hora;2015T2;21,03
De 200 o más;Industria;Coste salarial total por hora;2015T1;18,98
De 200 o más;Industria;Coste salarial total por hora;2014T4;22,1
De 200 o más;Industria;Coste salarial total por hora;2014T3;22,53
De 200 o más;Industria;Coste salarial total por hora;2014T2;21,32
De 200 o más;Industria;Coste salarial total por hora;2014T1;18,8
De 200 o más;Industria;Coste salarial total por hora;2013T4;22,22
De 200 o más;Industria;Coste salarial total por hora;2013T3;22,58
De 200 o más;Industria;Coste salarial total por hora;2013T2;20,34
De 200 o más;Industria;Coste salarial total por hora;2013T1;19,24
De 200 o más;Industria;Coste salarial total por hora;2012T4;22,2
De 200 o más;Industria;Coste salarial total por hora;2012T3;22,51
De 200 o más;Industria;Coste salarial total por hora;2012T2;20,78
De 200 o más;Industria;Coste salarial total por hora;2012T1;18,56
De 200 o más;Industria;Coste salarial total por hora;2011T4;22,07
De 200 o más;Industria;Coste salarial total por hora;2011T3;21,79
De 200 o más;Industria;Coste salarial total por hora;2011T2;19,74
De 200 o más;Industria;Coste salarial total por hora;2011T1;18,07
De 200 o más;Industria;Coste salarial total por hora;2010T4;21,31
De 200 o más;Industria;Coste salarial total por hora;2010T3;20,97
De 200 o más;Industria;Coste salarial total por hora;2010T2;19,31
De 200 o más;Industria;Coste salarial total por hora;2010T1;17,75
De 200 o más;Industria;Coste salarial total por hora;2009T4;20,59
De 200 o más;Industria;Coste salarial total por hora;2009T3;20,94
De 200 o más;Industria;Coste salarial total por hora;2009T2;19,25
De 200 o más;Industria;Coste salarial total por hora;2009T1;17,59
De 200 o más;Industria;Coste salarial total por hora;2008T4;19,87
De 200 o más;Industria;Coste salarial total por hora;2008T3;20,14
De 200 o más;Industria;Coste salarial total por hora;2008T2;17,55
De 200 o más;Industria;Coste salarial total por hora;2008T1;17,44
De 200 o más;Industria;Coste salarial ordinario por hora;2024T4;19,89
De 200 o más;Industria;Coste salarial ordinario por hora;2024T3;21,4
De 200 o más;Industria;Coste salarial ordinario por hora;2024T2;18,31
De 200 o más;Industria;Coste salarial ordinario por hora;2024T1;18,61
De 200 o más;Industria;Coste salarial ordinario por hora;2023T4;19,24
De 200 o más;Industria;Coste salarial ordinario por hora;2023T3;20,64
De 200 o más;Industria;Coste salarial ordinario por hora;2023T2;18,14
De 200 o más;Industria;Coste salarial ordinario por hora;2023T1;17,58
De 200 o más;Industria;Coste salarial ordinario por hora;2022T4;18,48
De 200 o más;Industria;Coste salarial ordinario por hora;2022T3;20,16
De 200 o más;Industria;Coste salarial ordinario por hora;2022T2;17,35
De 200 o más;Industria;Coste salarial ordinario por hora;2022T1;16,93
De 200 o más;Industria;Coste salarial ordinario por hora;2021T4;17,72
De 200 o más;Industria;Coste salarial ordinario por hora;2021T3;19,17
De 200 o más;Industria;Coste salarial ordinario por hora;2021T2;16,76
De 200 o más;Industria;Coste salarial ordinario por hora;2021T1;16,92
De 200 o más;Industria;Coste salarial ordinario por hora;2020T4;17,65
De 200 o más;Industria;Coste salarial ordinario por hora;2020T3;19,17
De 200 o más;Industria;Coste salarial ordinario por hora;2020T2;17,39
De 200 o más;Industria;Coste salarial ordinario por hora;2020T1;16,69
De 200 o más;Industria;Coste salarial ordinario por hora;2019T4;17,27
De 200 o más;Industria;Coste salarial ordinario por hora;2019T3;19,13
De 200 o más;Industria;Coste salarial ordinario por hora;2019T2;16,77
De 200 o más;Industria;Coste salarial ordinario por hora;2019T1;16,11
De 200 o más;Industria;Coste salarial ordinario por hora;2018T4;17,36
De 200 o más;Industria;Coste salarial ordinario por hora;2018T3;19,06
De 200 o más;Industria;Coste salarial ordinario por hora;2018T2;16,11
De 200 o más;Industria;Coste salarial ordinario por hora;2018T1;16,31
De 200 o más;Industria;Coste salarial ordinario por hora;2017T4;17,44
De 200 o más;Industria;Coste salarial ordinario por hora;2017T3;18,99
De 200 o más;Industria;Coste salarial ordinario por hora;2017T2;16,67
De 200 o más;Industria;Coste salarial ordinario por hora;2017T1;15,84
De 200 o más;Industria;Coste salarial ordinario por hora;2016T4;17,15
De 200 o más;Industria;Coste salarial ordinario por hora;2016T3;19,1
De 200 o más;Industria;Coste salarial ordinario por hora;2016T2;15,87
De 200 o más;Industria;Coste salarial ordinario por hora;2016T1;16,62
De 200 o más;Industria;Coste salarial ordinario por hora;2015T4;17,1
De 200 o más;Industria;Coste salarial ordinario por hora;2015T3;18,97
De 200 o más;Industria;Coste salarial ordinario por hora;2015T2;16,59
De 200 o más;Industria;Coste salarial ordinario por hora;2015T1;16,15
De 200 o más;Industria;Coste salarial ordinario por hora;2014T4;17,09
De 200 o más;Industria;Coste salarial ordinario por hora;2014T3;19,26
De 200 o más;Industria;Coste salarial ordinario por hora;2014T2;16,73
De 200 o más;Industria;Coste salarial ordinario por hora;2014T1;16,06
De 200 o más;Industria;Coste salarial ordinario por hora;2013T4;17,09
De 200 o más;Industria;Coste salarial ordinario por hora;2013T3;19,26
De 200 o más;Industria;Coste salarial ordinario por hora;2013T2;16
De 200 o más;Industria;Coste salarial ordinario por hora;2013T1;16,23
De 200 o más;Industria;Coste salarial ordinario por hora;2012T4;17,03
De 200 o más;Industria;Coste salarial ordinario por hora;2012T3;19,32
De 200 o más;Industria;Coste salarial ordinario por hora;2012T2;16,36
De 200 o más;Industria;Coste salarial ordinario por hora;2012T1;15,62
De 200 o más;Industria;Coste salarial ordinario por hora;2011T4;16,71
De 200 o más;Industria;Coste salarial ordinario por hora;2011T3;18,85
De 200 o más;Industria;Coste salarial ordinario por hora;2011T2;15,99
De 200 o más;Industria;Coste salarial ordinario por hora;2011T1;15,3
De 200 o más;Industria;Coste salarial ordinario por hora;2010T4;16,46
De 200 o más;Industria;Coste salarial ordinario por hora;2010T3;18,34
De 200 o más;Industria;Coste salarial ordinario por hora;2010T2;15,65
De 200 o más;Industria;Coste salarial ordinario por hora;2010T1;15,24
De 200 o más;Industria;Coste salarial ordinario por hora;2009T4;15,97
De 200 o más;Industria;Coste salarial ordinario por hora;2009T3;18,32
De 200 o más;Industria;Coste salarial ordinario por hora;2009T2;15,61
De 200 o más;Industria;Coste salarial ordinario por hora;2009T1;15,09
De 200 o más;Industria;Coste salarial ordinario por hora;2008T4;15,48
De 200 o más;Industria;Coste salarial ordinario por hora;2008T3;17,72
De 200 o más;Industria;Coste salarial ordinario por hora;2008T2;14,54
De 200 o más;Industria;Coste salarial ordinario por hora;2008T1;14,7
De 200 o más;Industria;Otros costes por hora;2024T4;8,81
De 200 o más;Industria;Otros costes por hora;2024T3;9,43
De 200 o más;Industria;Otros costes por hora;2024T2;8,14
De 200 o más;Industria;Otros costes por hora;2024T1;8,15
De 200 o más;Industria;Otros costes por hora;2023T4;8,48
De 200 o más;Industria;Otros costes por hora;2023T3;8,99
De 200 o más;Industria;Otros costes por hora;2023T2;8,03
De 200 o más;Industria;Otros costes por hora;2023T1;7,76
De 200 o más;Industria;Otros costes por hora;2022T4;7,96
De 200 o más;Industria;Otros costes por hora;2022T3;8,52
De 200 o más;Industria;Otros costes por hora;2022T2;7,4
De 200 o más;Industria;Otros costes por hora;2022T1;7,35
De 200 o más;Industria;Otros costes por hora;2021T4;8,01
De 200 o más;Industria;Otros costes por hora;2021T3;8,27
De 200 o más;Industria;Otros costes por hora;2021T2;7,52
De 200 o más;Industria;Otros costes por hora;2021T1;7,4
De 200 o más;Industria;Otros costes por hora;2020T4;7,78
De 200 o más;Industria;Otros costes por hora;2020T3;8,14
De 200 o más;Industria;Otros costes por hora;2020T2;8,44
De 200 o más;Industria;Otros costes por hora;2020T1;7,14
De 200 o más;Industria;Otros costes por hora;2019T4;7,47
De 200 o más;Industria;Otros costes por hora;2019T3;8,01
De 200 o más;Industria;Otros costes por hora;2019T2;7,16
De 200 o más;Industria;Otros costes por hora;2019T1;6,91
De 200 o más;Industria;Otros costes por hora;2018T4;7,35
De 200 o más;Industria;Otros costes por hora;2018T3;7,83
De 200 o más;Industria;Otros costes por hora;2018T2;6,75
De 200 o más;Industria;Otros costes por hora;2018T1;6,86
De 200 o más;Industria;Otros costes por hora;2017T4;7,26
De 200 o más;Industria;Otros costes por hora;2017T3;7,92
De 200 o más;Industria;Otros costes por hora;2017T2;7,1
De 200 o más;Industria;Otros costes por hora;2017T1;6,59
De 200 o más;Industria;Otros costes por hora;2016T4;7,16
De 200 o más;Industria;Otros costes por hora;2016T3;7,85
De 200 o más;Industria;Otros costes por hora;2016T2;6,61
De 200 o más;Industria;Otros costes por hora;2016T1;6,85
De 200 o más;Industria;Otros costes por hora;2015T4;7,07
De 200 o más;Industria;Otros costes por hora;2015T3;7,62
De 200 o más;Industria;Otros costes por hora;2015T2;6,73
De 200 o más;Industria;Otros costes por hora;2015T1;6,68
De 200 o más;Industria;Otros costes por hora;2014T4;7,17
De 200 o más;Industria;Otros costes por hora;2014T3;7,87
De 200 o más;Industria;Otros costes por hora;2014T2;6,87
De 200 o más;Industria;Otros costes por hora;2014T1;6,7
De 200 o más;Industria;Otros costes por hora;2013T4;7,04
De 200 o más;Industria;Otros costes por hora;2013T3;8,26
De 200 o más;Industria;Otros costes por hora;2013T2;6,74
De 200 o más;Industria;Otros costes por hora;2013T1;7,01
De 200 o más;Industria;Otros costes por hora;2012T4;7,33
De 200 o más;Industria;Otros costes por hora;2012T3;7,94
De 200 o más;Industria;Otros costes por hora;2012T2;6,96
De 200 o más;Industria;Otros costes por hora;2012T1;6,72
De 200 o más;Industria;Otros costes por hora;2011T4;6,83
De 200 o más;Industria;Otros costes por hora;2011T3;7,55
De 200 o más;Industria;Otros costes por hora;2011T2;6,4
De 200 o más;Industria;Otros costes por hora;2011T1;6,46
De 200 o más;Industria;Otros costes por hora;2010T4;6,98
De 200 o más;Industria;Otros costes por hora;2010T3;7,56
De 200 o más;Industria;Otros costes por hora;2010T2;6,94
De 200 o más;Industria;Otros costes por hora;2010T1;6,92
De 200 o más;Industria;Otros costes por hora;2009T4;6,83
De 200 o más;Industria;Otros costes por hora;2009T3;7,84
De 200 o más;Industria;Otros costes por hora;2009T2;6,92
De 200 o más;Industria;Otros costes por hora;2009T1;6,9
De 200 o más;Industria;Otros costes por hora;2008T4;6,47
De 200 o más;Industria;Otros costes por hora;2008T3;7,02
De 200 o más;Industria;Otros costes por hora;2008T2;6,11
De 200 o más;Industria;Otros costes por hora;2008T1;6,29
De 200 o más;Construcción;Coste laboral total por hora;2024T4;30,38
De 200 o más;Construcción;Coste laboral total por hora;2024T3;30,4
De 200 o más;Construcción;Coste laboral total por hora;2024T2;29,11
De 200 o más;Construcción;Coste laboral total por hora;2024T1;27,32
De 200 o más;Construcción;Coste laboral total por hora;2023T4;30,23
De 200 o más;Construcción;Coste laboral total por hora;2023T3;29,87
De 200 o más;Construcción;Coste laboral total por hora;2023T2;29,49
De 200 o más;Construcción;Coste laboral total por hora;2023T1;25,29
De 200 o más;Construcción;Coste laboral total por hora;2022T4;29,28
De 200 o más;Construcción;Coste laboral total por hora;2022T3;29,36
De 200 o más;Construcción;Coste laboral total por hora;2022T2;28,18
De 200 o más;Construcción;Coste laboral total por hora;2022T1;24,89
De 200 o más;Construcción;Coste laboral total por hora;2021T4;30,31
De 200 o más;Construcción;Coste laboral total por hora;2021T3;28,18
De 200 o más;Construcción;Coste laboral total por hora;2021T2;28,94
De 200 o más;Construcción;Coste laboral total por hora;2021T1;25,37
De 200 o más;Construcción;Coste laboral total por hora;2020T4;31,29
De 200 o más;Construcción;Coste laboral total por hora;2020T3;27,41
De 200 o más;Construcción;Coste laboral total por hora;2020T2;31,6
De 200 o más;Construcción;Coste laboral total por hora;2020T1;24,32
De 200 o más;Construcción;Coste laboral total por hora;2019T4;29,58
De 200 o más;Construcción;Coste laboral total por hora;2019T3;26,21
De 200 o más;Construcción;Coste laboral total por hora;2019T2;29,11
De 200 o más;Construcción;Coste laboral total por hora;2019T1;25,03
De 200 o más;Construcción;Coste laboral total por hora;2018T4;29,02
De 200 o más;Construcción;Coste laboral total por hora;2018T3;26,63
De 200 o más;Construcción;Coste laboral total por hora;2018T2;26,48
De 200 o más;Construcción;Coste laboral total por hora;2018T1;26,43
De 200 o más;Construcción;Coste laboral total por hora;2017T4;29
De 200 o más;Construcción;Coste laboral total por hora;2017T3;27,76
De 200 o más;Construcción;Coste laboral total por hora;2017T2;27,9
De 200 o más;Construcción;Coste laboral total por hora;2017T1;25,92
De 200 o más;Construcción;Coste laboral total por hora;2016T4;31,91
De 200 o más;Construcción;Coste laboral total por hora;2016T3;29,21
De 200 o más;Construcción;Coste laboral total por hora;2016T2;29,08
De 200 o más;Construcción;Coste laboral total por hora;2016T1;27,89
De 200 o más;Construcción;Coste laboral total por hora;2015T4;30,66
De 200 o más;Construcción;Coste laboral total por hora;2015T3;29,95
De 200 o más;Construcción;Coste laboral total por hora;2015T2;32,91
De 200 o más;Construcción;Coste laboral total por hora;2015T1;27,44
De 200 o más;Construcción;Coste laboral total por hora;2014T4;30,8
De 200 o más;Construcción;Coste laboral total por hora;2014T3;31,13
De 200 o más;Construcción;Coste laboral total por hora;2014T2;32,17
De 200 o más;Construcción;Coste laboral total por hora;2014T1;28,67
De 200 o más;Construcción;Coste laboral total por hora;2013T4;30,19
De 200 o más;Construcción;Coste laboral total por hora;2013T3;29,81
De 200 o más;Construcción;Coste laboral total por hora;2013T2;29,7
De 200 o más;Construcción;Coste laboral total por hora;2013T1;25,68
De 200 o más;Construcción;Coste laboral total por hora;2012T4;28,93
De 200 o más;Construcción;Coste laboral total por hora;2012T3;28,95
De 200 o más;Construcción;Coste laboral total por hora;2012T2;28,23
De 200 o más;Construcción;Coste laboral total por hora;2012T1;24,76
De 200 o más;Construcción;Coste laboral total por hora;2011T4;28,25
De 200 o más;Construcción;Coste laboral total por hora;2011T3;27,79
De 200 o más;Construcción;Coste laboral total por hora;2011T2;27,45
De 200 o más;Construcción;Coste laboral total por hora;2011T1;24,3
De 200 o más;Construcción;Coste laboral total por hora;2010T4;28,84
De 200 o más;Construcción;Coste laboral total por hora;2010T3;25,44
De 200 o más;Construcción;Coste laboral total por hora;2010T2;25,8
De 200 o más;Construcción;Coste laboral total por hora;2010T1;23,26
De 200 o más;Construcción;Coste laboral total por hora;2009T4;27
De 200 o más;Construcción;Coste laboral total por hora;2009T3;25,57
De 200 o más;Construcción;Coste laboral total por hora;2009T2;26,22
De 200 o más;Construcción;Coste laboral total por hora;2009T1;24
De 200 o más;Construcción;Coste laboral total por hora;2008T4;25,97
De 200 o más;Construcción;Coste laboral total por hora;2008T3;24,52
De 200 o más;Construcción;Coste laboral total por hora;2008T2;23,77
De 200 o más;Construcción;Coste laboral total por hora;2008T1;23,28
De 200 o más;Construcción;Coste salarial total por hora;2024T4;21,8
De 200 o más;Construcción;Coste salarial total por hora;2024T3;21,48
De 200 o más;Construcción;Coste salarial total por hora;2024T2;20,78
De 200 o más;Construcción;Coste salarial total por hora;2024T1;18,96
De 200 o más;Construcción;Coste salarial total por hora;2023T4;21,71
De 200 o más;Construcción;Coste salarial total por hora;2023T3;21,18
De 200 o más;Construcción;Coste salarial total por hora;2023T2;21,36
De 200 o más;Construcción;Coste salarial total por hora;2023T1;17,5
De 200 o más;Construcción;Coste salarial total por hora;2022T4;21,36
De 200 o más;Construcción;Coste salarial total por hora;2022T3;21,21
De 200 o más;Construcción;Coste salarial total por hora;2022T2;20,62
De 200 o más;Construcción;Coste salarial total por hora;2022T1;17,6
De 200 o más;Construcción;Coste salarial total por hora;2021T4;22,25
De 200 o más;Construcción;Coste salarial total por hora;2021T3;19,85
De 200 o más;Construcción;Coste salarial total por hora;2021T2;20,92
De 200 o más;Construcción;Coste salarial total por hora;2021T1;17,41
De 200 o más;Construcción;Coste salarial total por hora;2020T4;23,34
De 200 o más;Construcción;Coste salarial total por hora;2020T3;19,41
De 200 o más;Construcción;Coste salarial total por hora;2020T2;23,13
De 200 o más;Construcción;Coste salarial total por hora;2020T1;17,17
De 200 o más;Construcción;Coste salarial total por hora;2019T4;22,13
De 200 o más;Construcción;Coste salarial total por hora;2019T3;18,63
De 200 o más;Construcción;Coste salarial total por hora;2019T2;21,81
De 200 o más;Construcción;Coste salarial total por hora;2019T1;17,93
De 200 o más;Construcción;Coste salarial total por hora;2018T4;21,18
De 200 o más;Construcción;Coste salarial total por hora;2018T3;19,06
De 200 o más;Construcción;Coste salarial total por hora;2018T2;19,64
De 200 o más;Construcción;Coste salarial total por hora;2018T1;19,26
De 200 o más;Construcción;Coste salarial total por hora;2017T4;21,4
De 200 o más;Construcción;Coste salarial total por hora;2017T3;19,61
De 200 o más;Construcción;Coste salarial total por hora;2017T2;20,35
De 200 o más;Construcción;Coste salarial total por hora;2017T1;18,89
De 200 o más;Construcción;Coste salarial total por hora;2016T4;23,54
De 200 o más;Construcción;Coste salarial total por hora;2016T3;20,97
De 200 o más;Construcción;Coste salarial total por hora;2016T2;22,02
De 200 o más;Construcción;Coste salarial total por hora;2016T1;20,06
De 200 o más;Construcción;Coste salarial total por hora;2015T4;23,14
De 200 o más;Construcción;Coste salarial total por hora;2015T3;21,28
De 200 o más;Construcción;Coste salarial total por hora;2015T2;24,45
De 200 o más;Construcción;Coste salarial total por hora;2015T1;19,37
De 200 o más;Construcción;Coste salarial total por hora;2014T4;22,35
De 200 o más;Construcción;Coste salarial total por hora;2014T3;22,25
De 200 o más;Construcción;Coste salarial total por hora;2014T2;23,92
De 200 o más;Construcción;Coste salarial total por hora;2014T1;20,08
De 200 o más;Construcción;Coste salarial total por hora;2013T4;21,92
De 200 o más;Construcción;Coste salarial total por hora;2013T3;21,38
