Actividad económica CNAE-09;Periodo;Total
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2016T1;25,26
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2015T4;29,85
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2015T3;26,45
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2015T2;26,5
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2015T1;26,79
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2014T4;29,28
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2014T3;25,27
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2014T2;27,98
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2014T1;29,93
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2013T4;23,44
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2013T3;25,13
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2013T2;21,7
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2013T1;30,08
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2012T4;22,62
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2012T3;20,77
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2012T2;20,66
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2012T1;26,17
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2011T4;22,35
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2011T3;23,59
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2011T2;25,75
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2011T1;26,4
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2010T4;22,73
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2010T3;22,6
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2010T2;19,74
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2010T1;24,8
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2009T4;21,28
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2009T3;26,4
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2009T2;20,97
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2009T1;23,47
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2008T4;21,33
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2008T3;19,52
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2008T2;19,63
71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;2008T1;20,44
72 Investigación y desarrollo;2024T4;24,03
72 Investigación y desarrollo;2024T3;17,89
72 Investigación y desarrollo;2024T2;23,61
72 Investigación y desarrollo;2024T1;21,31
72 Investigación y desarrollo;2023T4;19,87
72 Investigación y desarrollo;2023T3;25,98
72 Investigación y desarrollo;2023T2;18,29
72 Investigación y desarrollo;2023T1;24,58
72 Investigación y desarrollo;2022T4;21,98
72 Investigación y desarrollo;2022T3;19,5
72 Investigación y desarrollo;2022T2;22,19
72 Investigación y desarrollo;2022T1;24,87
72 Investigación y desarrollo;2021T4;24,87
72 Investigación y desarrollo;2021T3;24,06
72 Investigación y desarrollo;2021T2;23,88
72 Investigación y desarrollo;2021T1;20,21
72 Investigación y desarrollo;2020T4;19,55
72 Investigación y desarrollo;2020T3;20,08
72 Investigación y desarrollo;2020T2;22,87
72 Investigación y desarrollo;2020T1;21,02
72 Investigación y desarrollo;2019T4;26,06
72 Investigación y desarrollo;2019T3;24,11
72 Investigación y desarrollo;2019T2;26,16
72 Investigación y desarrollo;2019T1;21,58
72 Investigación y desarrollo;2018T4;23,72
72 Investigación y desarrollo;2018T3;20,37
72 Investigación y desarrollo;2018T2;21,82
72 Investigación y desarrollo;2018T1;26,64
72 Investigación y desarrollo;2017T4;22,93
72 Investigación y desarrollo;2017T3;22,85
72 Investigación y desarrollo;2017T2;23,97
72 Investigación y desarrollo;2017T1;21,66
72 Investigación y desarrollo;2016T4;27,76
72 Investigación y desarrollo;2016T3;26,02
72 Investigación y desarrollo;2016T2;28,39
72 Investigación y desarrollo;2016T1;24,67
72 Investigación y desarrollo;2015T4;26,76
72 Investigación y desarrollo;2015T3;23,09
72 Investigación y desarrollo;2015T2;22,54
72 Investigación y desarrollo;2015T1;22,41
72 Investigación y desarrollo;2014T4;54,28
72 Investigación y desarrollo;2014T3;21,71
72 Investigación y desarrollo;2014T2;20,7
72 Investigación y desarrollo;2014T1;27,45
72 Investigación y desarrollo;2013T4;21,97
72 Investigación y desarrollo;2013T3;22,06
72 Investigación y desarrollo;2013T2;21,54
72 Investigación y desarrollo;2013T1;24,35
72 Investigación y desarrollo;2012T4;23,41
72 Investigación y desarrollo;2012T3;20,25
72 Investigación y desarrollo;2012T2;22,59
72 Investigación y desarrollo;2012T1;22,3
72 Investigación y desarrollo;2011T4;22,23
72 Investigación y desarrollo;2011T3;27,61
72 Investigación y desarrollo;2011T2;22,36
72 Investigación y desarrollo;2011T1;21,52
72 Investigación y desarrollo;2010T4;21,57
72 Investigación y desarrollo;2010T3;24,31
72 Investigación y desarrollo;2010T2;22,03
72 Investigación y desarrollo;2010T1;22,36
72 Investigación y desarrollo;2009T4;20,78
72 Investigación y desarrollo;2009T3;21,31
72 Investigación y desarrollo;2009T2;22,92
72 Investigación y desarrollo;2009T1;20,03
72 Investigación y desarrollo;2008T4;22,55
72 Investigación y desarrollo;2008T3;24,97
72 Investigación y desarrollo;2008T2;22,98
72 Investigación y desarrollo;2008T1;20,43
73 Publicidad y estudios de mercado;2024T4;18,34
73 Publicidad y estudios de mercado;2024T3;17,29
73 Publicidad y estudios de mercado;2024T2;15,8
73 Publicidad y estudios de mercado;2024T1;16,72
73 Publicidad y estudios de mercado;2023T4;22,48
73 Publicidad y estudios de mercado;2023T3;17,67
73 Publicidad y estudios de mercado;2023T2;30,85
73 Publicidad y estudios de mercado;2023T1;22,33
73 Publicidad y estudios de mercado;2022T4;19,06
73 Publicidad y estudios de mercado;2022T3;14,46
73 Publicidad y estudios de mercado;2022T2;12,83
73 Publicidad y estudios de mercado;2022T1;10,17
73 Publicidad y estudios de mercado;2021T4;15,15
73 Publicidad y estudios de mercado;2021T3;10,59
73 Publicidad y estudios de mercado;2021T2;11,48
73 Publicidad y estudios de mercado;2021T1;14,77
73 Publicidad y estudios de mercado;2020T4;19,24
73 Publicidad y estudios de mercado;2020T3;14,14
73 Publicidad y estudios de mercado;2020T2;13,51
73 Publicidad y estudios de mercado;2020T1;13,43
73 Publicidad y estudios de mercado;2019T4;19,95
73 Publicidad y estudios de mercado;2019T3;13
73 Publicidad y estudios de mercado;2019T2;22,22
73 Publicidad y estudios de mercado;2019T1;15,16
73 Publicidad y estudios de mercado;2018T4;15,2
73 Publicidad y estudios de mercado;2018T3;10,9
73 Publicidad y estudios de mercado;2018T2;11,87
73 Publicidad y estudios de mercado;2018T1;17,77
73 Publicidad y estudios de mercado;2017T4;16,29
73 Publicidad y estudios de mercado;2017T3;12,12
73 Publicidad y estudios de mercado;2017T2;10,23
73 Publicidad y estudios de mercado;2017T1;9,92
73 Publicidad y estudios de mercado;2016T4;11,19
73 Publicidad y estudios de mercado;2016T3;13,81
73 Publicidad y estudios de mercado;2016T2;12,9
73 Publicidad y estudios de mercado;2016T1;13,56
73 Publicidad y estudios de mercado;2015T4;17,5
73 Publicidad y estudios de mercado;2015T3;10,06
73 Publicidad y estudios de mercado;2015T2;10,75
73 Publicidad y estudios de mercado;2015T1;14
73 Publicidad y estudios de mercado;2014T4;9,86
73 Publicidad y estudios de mercado;2014T3;20,6
73 Publicidad y estudios de mercado;2014T2;12
73 Publicidad y estudios de mercado;2014T1;13,16
73 Publicidad y estudios de mercado;2013T4;18,56
73 Publicidad y estudios de mercado;2013T3;14,8
73 Publicidad y estudios de mercado;2013T2;15,33
73 Publicidad y estudios de mercado;2013T1;16,66
73 Publicidad y estudios de mercado;2012T4;17,37
73 Publicidad y estudios de mercado;2012T3;15,03
73 Publicidad y estudios de mercado;2012T2;17,87
73 Publicidad y estudios de mercado;2012T1;12,22
73 Publicidad y estudios de mercado;2011T4;20,4
73 Publicidad y estudios de mercado;2011T3;13,71
73 Publicidad y estudios de mercado;2011T2;24,56
73 Publicidad y estudios de mercado;2011T1;20,67
73 Publicidad y estudios de mercado;2010T4;17,33
73 Publicidad y estudios de mercado;2010T3;13,17
73 Publicidad y estudios de mercado;2010T2;20,75
73 Publicidad y estudios de mercado;2010T1;17
73 Publicidad y estudios de mercado;2009T4;8,5
73 Publicidad y estudios de mercado;2009T3;13,75
73 Publicidad y estudios de mercado;2009T2;20
73 Publicidad y estudios de mercado;2009T1;19
73 Publicidad y estudios de mercado;2008T4;12,25
73 Publicidad y estudios de mercado;2008T3;12,61
73 Publicidad y estudios de mercado;2008T2;12,54
73 Publicidad y estudios de mercado;2008T1;11,17
74 Otras actividades profesionales, científicas y técnicas;2024T4;20,9
74 Otras actividades profesionales, científicas y técnicas;2024T3;21,87
74 Otras actividades profesionales, científicas y técnicas;2024T2;18,67
74 Otras actividades profesionales, científicas y técnicas;2024T1;19,93
74 Otras actividades profesionales, científicas y técnicas;2023T4;22,2
74 Otras actividades profesionales, científicas y técnicas;2023T3;22,86
74 Otras actividades profesionales, científicas y técnicas;2023T2;21,84
74 Otras actividades profesionales, científicas y técnicas;2023T1;22,51
74 Otras actividades profesionales, científicas y técnicas;2022T4;21,51
74 Otras actividades profesionales, científicas y técnicas;2022T3;17,2
74 Otras actividades profesionales, científicas y técnicas;2022T2;17,1
74 Otras actividades profesionales, científicas y técnicas;2022T1;17,65
74 Otras actividades profesionales, científicas y técnicas;2021T4;16,41
74 Otras actividades profesionales, científicas y técnicas;2021T3;15,56
74 Otras actividades profesionales, científicas y técnicas;2021T2;18,32
74 Otras actividades profesionales, científicas y técnicas;2021T1;18,67
74 Otras actividades profesionales, científicas y técnicas;2020T4;18,41
74 Otras actividades profesionales, científicas y técnicas;2020T3;18,96
74 Otras actividades profesionales, científicas y técnicas;2020T2;15,31
74 Otras actividades profesionales, científicas y técnicas;2020T1;16,65
74 Otras actividades profesionales, científicas y técnicas;2019T4;19,81
74 Otras actividades profesionales, científicas y técnicas;2019T3;19,85
74 Otras actividades profesionales, científicas y técnicas;2019T2;17,68
74 Otras actividades profesionales, científicas y técnicas;2019T1;10,64
74 Otras actividades profesionales, científicas y técnicas;2018T4;13,57
74 Otras actividades profesionales, científicas y técnicas;2018T3;11,89
74 Otras actividades profesionales, científicas y técnicas;2018T2;13,02
74 Otras actividades profesionales, científicas y técnicas;2018T1;12,13
74 Otras actividades profesionales, científicas y técnicas;2017T4;12,48
74 Otras actividades profesionales, científicas y técnicas;2017T3;16,15
74 Otras actividades profesionales, científicas y técnicas;2017T2;12,34
74 Otras actividades profesionales, científicas y técnicas;2017T1;10,96
74 Otras actividades profesionales, científicas y técnicas;2016T4;17,32
74 Otras actividades profesionales, científicas y técnicas;2016T3;19,09
74 Otras actividades profesionales, científicas y técnicas;2016T2;19,59
74 Otras actividades profesionales, científicas y técnicas;2016T1;8,99
74 Otras actividades profesionales, científicas y técnicas;2015T4;20,57
74 Otras actividades profesionales, científicas y técnicas;2015T3;21,38
74 Otras actividades profesionales, científicas y técnicas;2015T2;17,87
74 Otras actividades profesionales, científicas y técnicas;2015T1;25,41
74 Otras actividades profesionales, científicas y técnicas;2014T4;18
74 Otras actividades profesionales, científicas y técnicas;2014T3;18,44
74 Otras actividades profesionales, científicas y técnicas;2014T2;11,71
74 Otras actividades profesionales, científicas y técnicas;2014T1;14,27
74 Otras actividades profesionales, científicas y técnicas;2013T4;8,8
74 Otras actividades profesionales, científicas y técnicas;2013T3;8,98
74 Otras actividades profesionales, científicas y técnicas;2013T2;10,83
74 Otras actividades profesionales, científicas y técnicas;2013T1;9,36
74 Otras actividades profesionales, científicas y técnicas;2012T4;9,24
74 Otras actividades profesionales, científicas y técnicas;2012T3;7,49
74 Otras actividades profesionales, científicas y técnicas;2012T2;8,22
74 Otras actividades profesionales, científicas y técnicas;2012T1;8,19
74 Otras actividades profesionales, científicas y técnicas;2011T4;8,16
74 Otras actividades profesionales, científicas y técnicas;2011T3;8,13
74 Otras actividades profesionales, científicas y técnicas;2011T2;8,64
74 Otras actividades profesionales, científicas y técnicas;2011T1;8,2
74 Otras actividades profesionales, científicas y técnicas;2010T4;12,36
74 Otras actividades profesionales, científicas y técnicas;2010T3;8,84
74 Otras actividades profesionales, científicas y técnicas;2010T2;7,85
74 Otras actividades profesionales, científicas y técnicas;2010T1;8,22
74 Otras actividades profesionales, científicas y técnicas;2009T4;17,34
74 Otras actividades profesionales, científicas y técnicas;2009T3;15,99
74 Otras actividades profesionales, científicas y técnicas;2009T2;16,88
74 Otras actividades profesionales, científicas y técnicas;2009T1;15
74 Otras actividades profesionales, científicas y técnicas;2008T4;17,72
74 Otras actividades profesionales, científicas y técnicas;2008T3;19,8
74 Otras actividades profesionales, científicas y técnicas;2008T2;22,66
74 Otras actividades profesionales, científicas y técnicas;2008T1;15,29
75 Actividades veterinarias;2024T4;23,96
75 Actividades veterinarias;2024T3;26,19
75 Actividades veterinarias;2024T2;22,76
75 Actividades veterinarias;2024T1;22,51
75 Actividades veterinarias;2023T4;27,42
75 Actividades veterinarias;2023T3;25,57
75 Actividades veterinarias;2023T2;24,65
75 Actividades veterinarias;2023T1;23,95
75 Actividades veterinarias;2022T4;24,77
75 Actividades veterinarias;2022T3;21,03
75 Actividades veterinarias;2022T2;18,82
75 Actividades veterinarias;2022T1;26,33
75 Actividades veterinarias;2021T4;20,64
75 Actividades veterinarias;2021T3;16,8
75 Actividades veterinarias;2021T2;18,35
75 Actividades veterinarias;2021T1;20,21
75 Actividades veterinarias;2020T4;18,81
75 Actividades veterinarias;2020T3;20,35
75 Actividades veterinarias;2020T2;21,73
75 Actividades veterinarias;2020T1;55,75
75 Actividades veterinarias;2019T4;13,54
75 Actividades veterinarias;2019T3;15,73
75 Actividades veterinarias;2019T2;28,67
75 Actividades veterinarias;2019T1;21,8
75 Actividades veterinarias;2018T4;9,17
75 Actividades veterinarias;2018T3;10,22
75 Actividades veterinarias;2018T2;12
75 Actividades veterinarias;2018T1;14,34
75 Actividades veterinarias;2017T4;9,05
75 Actividades veterinarias;2017T3;11
75 Actividades veterinarias;2017T2;12,89
75 Actividades veterinarias;2017T1;11,78
75 Actividades veterinarias;2016T4;5
75 Actividades veterinarias;2016T3;10,5
75 Actividades veterinarias;2016T2;9,88
75 Actividades veterinarias;2016T1;13,77
75 Actividades veterinarias;2015T4;10,66
75 Actividades veterinarias;2015T3;14
75 Actividades veterinarias;2015T2;7,32
75 Actividades veterinarias;2015T1;11
75 Actividades veterinarias;2014T4;11,81
75 Actividades veterinarias;2014T3;12,05
75 Actividades veterinarias;2014T2;3,43
75 Actividades veterinarias;2014T1;0
75 Actividades veterinarias;2013T4;0
75 Actividades veterinarias;2013T3;17
75 Actividades veterinarias;2013T2;0
75 Actividades veterinarias;2013T1;0
75 Actividades veterinarias;2012T4;0
75 Actividades veterinarias;2012T3;0
75 Actividades veterinarias;2012T2;0
75 Actividades veterinarias;2012T1;0
75 Actividades veterinarias;2011T4;0
75 Actividades veterinarias;2011T3;7,33
75 Actividades veterinarias;2011T2;0
75 Actividades veterinarias;2011T1;0
75 Actividades veterinarias;2010T4;13,33
75 Actividades veterinarias;2010T3;13,01
75 Actividades veterinarias;2010T2;9
75 Actividades veterinarias;2010T1;13,5
75 Actividades veterinarias;2009T4;11
75 Actividades veterinarias;2009T3;22
75 Actividades veterinarias;2009T2;10
75 Actividades veterinarias;2009T1;12,61
75 Actividades veterinarias;2008T4;14
75 Actividades veterinarias;2008T3;0
75 Actividades veterinarias;2008T2;26
75 Actividades veterinarias;2008T1;26
77 Actividades de alquiler;2024T4;28,05
77 Actividades de alquiler;2024T3;23,27
77 Actividades de alquiler;2024T2;19
77 Actividades de alquiler;2024T1;20,27
77 Actividades de alquiler;2023T4;23,58
77 Actividades de alquiler;2023T3;19,66
77 Actividades de alquiler;2023T2;15,37
77 Actividades de alquiler;2023T1;18,98
77 Actividades de alquiler;2022T4;18,68
77 Actividades de alquiler;2022T3;14,71
77 Actividades de alquiler;2022T2;14,23
77 Actividades de alquiler;2022T1;13,3
77 Actividades de alquiler;2021T4;14,81
77 Actividades de alquiler;2021T3;13,98
77 Actividades de alquiler;2021T2;13,92
77 Actividades de alquiler;2021T1;12,73
77 Actividades de alquiler;2020T4;16,29
77 Actividades de alquiler;2020T3;17,27
77 Actividades de alquiler;2020T2;19,04
77 Actividades de alquiler;2020T1;18,34
77 Actividades de alquiler;2019T4;15,6
77 Actividades de alquiler;2019T3;14,76
77 Actividades de alquiler;2019T2;14,29
77 Actividades de alquiler;2019T1;14,41
77 Actividades de alquiler;2018T4;14,34
77 Actividades de alquiler;2018T3;14,05
77 Actividades de alquiler;2018T2;15,64
77 Actividades de alquiler;2018T1;14,2
77 Actividades de alquiler;2017T4;15,95
77 Actividades de alquiler;2017T3;15,21
77 Actividades de alquiler;2017T2;15,32
77 Actividades de alquiler;2017T1;17,05
77 Actividades de alquiler;2016T4;17,23
77 Actividades de alquiler;2016T3;16,63
77 Actividades de alquiler;2016T2;15,98
77 Actividades de alquiler;2016T1;16,63
77 Actividades de alquiler;2015T4;17,41
77 Actividades de alquiler;2015T3;17,35
77 Actividades de alquiler;2015T2;15,39
77 Actividades de alquiler;2015T1;15,74
77 Actividades de alquiler;2014T4;17,99
77 Actividades de alquiler;2014T3;17,64
77 Actividades de alquiler;2014T2;18,33
77 Actividades de alquiler;2014T1;16
77 Actividades de alquiler;2013T4;20,57
77 Actividades de alquiler;2013T3;15,13
77 Actividades de alquiler;2013T2;15,33
77 Actividades de alquiler;2013T1;18,96
77 Actividades de alquiler;2012T4;12,41
77 Actividades de alquiler;2012T3;13,51
77 Actividades de alquiler;2012T2;18,47
77 Actividades de alquiler;2012T1;14,95
77 Actividades de alquiler;2011T4;12,48
77 Actividades de alquiler;2011T3;14,62
77 Actividades de alquiler;2011T2;12,33
77 Actividades de alquiler;2011T1;15,29
77 Actividades de alquiler;2010T4;14,12
77 Actividades de alquiler;2010T3;14,37
77 Actividades de alquiler;2010T2;19,17
77 Actividades de alquiler;2010T1;19,54
77 Actividades de alquiler;2009T4;16,65
77 Actividades de alquiler;2009T3;21,97
77 Actividades de alquiler;2009T2;20,39
77 Actividades de alquiler;2009T1;20,62
77 Actividades de alquiler;2008T4;16,26
77 Actividades de alquiler;2008T3;15,36
77 Actividades de alquiler;2008T2;16,17
77 Actividades de alquiler;2008T1;15,78
78 Actividades relacionadas con el empleo;2024T4;16,56
78 Actividades relacionadas con el empleo;2024T3;16,88
78 Actividades relacionadas con el empleo;2024T2;17,12
78 Actividades relacionadas con el empleo;2024T1;17,4
78 Actividades relacionadas con el empleo;2023T4;16,92
78 Actividades relacionadas con el empleo;2023T3;16,73
78 Actividades relacionadas con el empleo;2023T2;16,7
78 Actividades relacionadas con el empleo;2023T1;16,53
78 Actividades relacionadas con el empleo;2022T4;14,81
78 Actividades relacionadas con el empleo;2022T3;15,06
78 Actividades relacionadas con el empleo;2022T2;15,2
78 Actividades relacionadas con el empleo;2022T1;14,79
78 Actividades relacionadas con el empleo;2021T4;15,11
78 Actividades relacionadas con el empleo;2021T3;15,33
78 Actividades relacionadas con el empleo;2021T2;15,53
78 Actividades relacionadas con el empleo;2021T1;14,44
78 Actividades relacionadas con el empleo;2020T4;15,99
78 Actividades relacionadas con el empleo;2020T3;15,28
78 Actividades relacionadas con el empleo;2020T2;15,83
78 Actividades relacionadas con el empleo;2020T1;16,16
78 Actividades relacionadas con el empleo;2019T4;14,99
78 Actividades relacionadas con el empleo;2019T3;15,93
78 Actividades relacionadas con el empleo;2019T2;16,03
78 Actividades relacionadas con el empleo;2019T1;14,62
78 Actividades relacionadas con el empleo;2018T4;14,23
78 Actividades relacionadas con el empleo;2018T3;15,14
78 Actividades relacionadas con el empleo;2018T2;15,29
78 Actividades relacionadas con el empleo;2018T1;14,57
78 Actividades relacionadas con el empleo;2017T4;15,52
78 Actividades relacionadas con el empleo;2017T3;14,53
78 Actividades relacionadas con el empleo;2017T2;15,03
78 Actividades relacionadas con el empleo;2017T1;14,08
78 Actividades relacionadas con el empleo;2016T4;15,28
78 Actividades relacionadas con el empleo;2016T3;15,16
78 Actividades relacionadas con el empleo;2016T2;14,88
78 Actividades relacionadas con el empleo;2016T1;14,46
78 Actividades relacionadas con el empleo;2015T4;14,45
78 Actividades relacionadas con el empleo;2015T3;13,99
78 Actividades relacionadas con el empleo;2015T2;14,85
78 Actividades relacionadas con el empleo;2015T1;12,18
78 Actividades relacionadas con el empleo;2014T4;13,64
78 Actividades relacionadas con el empleo;2014T3;14,04
78 Actividades relacionadas con el empleo;2014T2;13,74
78 Actividades relacionadas con el empleo;2014T1;13,55
78 Actividades relacionadas con el empleo;2013T4;13,69
78 Actividades relacionadas con el empleo;2013T3;14,07
78 Actividades relacionadas con el empleo;2013T2;13,77
78 Actividades relacionadas con el empleo;2013T1;13,61
78 Actividades relacionadas con el empleo;2012T4;13,65
78 Actividades relacionadas con el empleo;2012T3;13,46
78 Actividades relacionadas con el empleo;2012T2;13,01
78 Actividades relacionadas con el empleo;2012T1;12,81
78 Actividades relacionadas con el empleo;2011T4;13,42
78 Actividades relacionadas con el empleo;2011T3;13,2
78 Actividades relacionadas con el empleo;2011T2;14,22
78 Actividades relacionadas con el empleo;2011T1;13,38
78 Actividades relacionadas con el empleo;2010T4;13,71
78 Actividades relacionadas con el empleo;2010T3;13,41
78 Actividades relacionadas con el empleo;2010T2;12,82
78 Actividades relacionadas con el empleo;2010T1;13,21
78 Actividades relacionadas con el empleo;2009T4;13,28
78 Actividades relacionadas con el empleo;2009T3;12,9
78 Actividades relacionadas con el empleo;2009T2;13,53
78 Actividades relacionadas con el empleo;2009T1;13,81
78 Actividades relacionadas con el empleo;2008T4;12,2
78 Actividades relacionadas con el empleo;2008T3;12,96
78 Actividades relacionadas con el empleo;2008T2;12,71
78 Actividades relacionadas con el empleo;2008T1;12,42
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2024T4;35,43
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2024T3;31,12
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2024T2;25,43
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2024T1;30,5
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2023T4;30,6
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2023T3;34,57
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2023T2;28,7
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2023T1;36
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2022T4;31,27
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2022T3;36,53
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2022T2;51,27
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2022T1;28,8
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2021T4;70,75
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2021T3;31,71
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2021T2;10,83
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2021T1;0
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2020T4;0
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2020T3;10,41
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2020T2;26,29
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2020T1;18,43
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2019T4;24,08
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2019T3;29,99
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2019T2;18,36
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2019T1;22,1
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2018T4;22,9
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2018T3;13,16
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2018T2;17,28
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2018T1;16,35
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2017T4;21,33
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2017T3;17,21
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2017T2;20,29
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2017T1;19,16
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2016T4;18,58
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2016T3;15,68
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2016T2;23,76
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2016T1;17,24
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2015T4;19,39
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2015T3;24,8
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2015T2;25,89
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2015T1;26
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2014T4;19
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2014T3;20,75
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2014T2;20,5
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2014T1;15
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2013T4;39,28
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2013T3;9,73
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2013T2;19
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2013T1;11
79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;2012T4;14
