Comunidad autónoma;Motivos por los que no exiten puestos de trabajo vacantes;Periodo;Total
09 Cataluña;Total;2021T1;100
09 Cataluña;Total;2020T4;100
09 Cataluña;Total;2020T3;100
09 Cataluña;Total;2020T2;100
09 Cataluña;Total;2020T1;100
09 Cataluña;Total;2019T4;100
09 Cataluña;Total;2019T3;100
09 Cataluña;Total;2019T2;100
09 Cataluña;Total;2019T1;100
09 Cataluña;Total;2018T4;100
09 Cataluña;Total;2018T3;100
09 Cataluña;Total;2018T2;100
09 Cataluña;Total;2018T1;100
09 Cataluña;Total;2017T4;100
09 Cataluña;Total;2017T3;100
09 Cataluña;Total;2017T2;100
09 Cataluña;Total;2017T1;100
09 Cataluña;Total;2016T4;100
09 Cataluña;Total;2016T3;100
09 Cataluña;Total;2016T2;100
09 Cataluña;Total;2016T1;100
09 Cataluña;Total;2015T4;100
09 Cataluña;Total;2015T3;100
09 Cataluña;Total;2015T2;100
09 Cataluña;Total;2015T1;100
09 Cataluña;Total;2014T4;100
09 Cataluña;Total;2014T3;100
09 Cataluña;Total;2014T2;100
09 Cataluña;Total;2014T1;100
09 Cataluña;Total;2013T4;100
09 Cataluña;Total;2013T3;100
09 Cataluña;No se necesita ningún trabajador;2024T4;94,5
09 Cataluña;No se necesita ningún trabajador;2024T3;93,3
09 Cataluña;No se necesita ningún trabajador;2024T2;95
09 Cataluña;No se necesita ningún trabajador;2024T1;94
09 Cataluña;No se necesita ningún trabajador;2023T4;95,5
09 Cataluña;No se necesita ningún trabajador;2023T3;95,3
09 Cataluña;No se necesita ningún trabajador;2023T2;94,4
09 Cataluña;No se necesita ningún trabajador;2023T1;94,2
09 Cataluña;No se necesita ningún trabajador;2022T4;95,2
09 Cataluña;No se necesita ningún trabajador;2022T3;95,2
09 Cataluña;No se necesita ningún trabajador;2022T2;95
09 Cataluña;No se necesita ningún trabajador;2022T1;94,4
09 Cataluña;No se necesita ningún trabajador;2021T4;96
09 Cataluña;No se necesita ningún trabajador;2021T3;96,9
09 Cataluña;No se necesita ningún trabajador;2021T2;95,3
09 Cataluña;No se necesita ningún trabajador;2021T1;95,6
09 Cataluña;No se necesita ningún trabajador;2020T4;96,2
09 Cataluña;No se necesita ningún trabajador;2020T3;95,2
09 Cataluña;No se necesita ningún trabajador;2020T2;92,6
09 Cataluña;No se necesita ningún trabajador;2020T1;94
09 Cataluña;No se necesita ningún trabajador;2019T4;94,8
09 Cataluña;No se necesita ningún trabajador;2019T3;93
09 Cataluña;No se necesita ningún trabajador;2019T2;94,6
09 Cataluña;No se necesita ningún trabajador;2019T1;95,8
09 Cataluña;No se necesita ningún trabajador;2018T4;94,2
09 Cataluña;No se necesita ningún trabajador;2018T3;94,8
09 Cataluña;No se necesita ningún trabajador;2018T2;96
09 Cataluña;No se necesita ningún trabajador;2018T1;93,2
09 Cataluña;No se necesita ningún trabajador;2017T4;93,4
09 Cataluña;No se necesita ningún trabajador;2017T3;95
09 Cataluña;No se necesita ningún trabajador;2017T2;94,3
09 Cataluña;No se necesita ningún trabajador;2017T1;94,7
09 Cataluña;No se necesita ningún trabajador;2016T4;95,3
09 Cataluña;No se necesita ningún trabajador;2016T3;95
09 Cataluña;No se necesita ningún trabajador;2016T2;94,4
09 Cataluña;No se necesita ningún trabajador;2016T1;95,2
09 Cataluña;No se necesita ningún trabajador;2015T4;94,4
09 Cataluña;No se necesita ningún trabajador;2015T3;95,1
09 Cataluña;No se necesita ningún trabajador;2015T2;93,8
09 Cataluña;No se necesita ningún trabajador;2015T1;94,6
09 Cataluña;No se necesita ningún trabajador;2014T4;95,1
09 Cataluña;No se necesita ningún trabajador;2014T3;95
09 Cataluña;No se necesita ningún trabajador;2014T2;93,6
09 Cataluña;No se necesita ningún trabajador;2014T1;92,9
09 Cataluña;No se necesita ningún trabajador;2013T4;94,5
09 Cataluña;No se necesita ningún trabajador;2013T3;94,2
09 Cataluña;Elevado coste de contratación;2024T4;2,4
09 Cataluña;Elevado coste de contratación;2024T3;3,1
09 Cataluña;Elevado coste de contratación;2024T2;2,4
09 Cataluña;Elevado coste de contratación;2024T1;2,1
09 Cataluña;Elevado coste de contratación;2023T4;2,6
09 Cataluña;Elevado coste de contratación;2023T3;2,2
09 Cataluña;Elevado coste de contratación;2023T2;2,6
09 Cataluña;Elevado coste de contratación;2023T1;3,1
09 Cataluña;Elevado coste de contratación;2022T4;2,5
09 Cataluña;Elevado coste de contratación;2022T3;2,7
09 Cataluña;Elevado coste de contratación;2022T2;2,9
09 Cataluña;Elevado coste de contratación;2022T1;3
09 Cataluña;Elevado coste de contratación;2021T4;1,9
09 Cataluña;Elevado coste de contratación;2021T3;1,6
09 Cataluña;Elevado coste de contratación;2021T2;2,6
09 Cataluña;Elevado coste de contratación;2021T1;2,4
09 Cataluña;Elevado coste de contratación;2020T4;2,3
09 Cataluña;Elevado coste de contratación;2020T3;2,8
09 Cataluña;Elevado coste de contratación;2020T2;3,8
09 Cataluña;Elevado coste de contratación;2020T1;3,4
09 Cataluña;Elevado coste de contratación;2019T4;3,6
09 Cataluña;Elevado coste de contratación;2019T3;4,8
09 Cataluña;Elevado coste de contratación;2019T2;3,7
09 Cataluña;Elevado coste de contratación;2019T1;3,3
09 Cataluña;Elevado coste de contratación;2018T4;4,2
09 Cataluña;Elevado coste de contratación;2018T3;4,2
09 Cataluña;Elevado coste de contratación;2018T2;2,5
09 Cataluña;Elevado coste de contratación;2018T1;4,7
09 Cataluña;Elevado coste de contratación;2017T4;5,2
09 Cataluña;Elevado coste de contratación;2017T3;3,5
09 Cataluña;Elevado coste de contratación;2017T2;3,6
09 Cataluña;Elevado coste de contratación;2017T1;4
09 Cataluña;Elevado coste de contratación;2016T4;2,9
09 Cataluña;Elevado coste de contratación;2016T3;3,5
09 Cataluña;Elevado coste de contratación;2016T2;3,8
09 Cataluña;Elevado coste de contratación;2016T1;2,6
09 Cataluña;Elevado coste de contratación;2015T4;3,4
09 Cataluña;Elevado coste de contratación;2015T3;3,7
09 Cataluña;Elevado coste de contratación;2015T2;3,9
09 Cataluña;Elevado coste de contratación;2015T1;3,7
09 Cataluña;Elevado coste de contratación;2014T4;3,5
09 Cataluña;Elevado coste de contratación;2014T3;3,6
09 Cataluña;Elevado coste de contratación;2014T2;4,3
09 Cataluña;Elevado coste de contratación;2014T1;4,5
09 Cataluña;Elevado coste de contratación;2013T4;2,6
09 Cataluña;Elevado coste de contratación;2013T3;3,9
09 Cataluña;Otros;2024T4;3,1
09 Cataluña;Otros;2024T3;3,6
09 Cataluña;Otros;2024T2;2,6
09 Cataluña;Otros;2024T1;3,9
09 Cataluña;Otros;2023T4;1,9
09 Cataluña;Otros;2023T3;2,5
09 Cataluña;Otros;2023T2;3
09 Cataluña;Otros;2023T1;2,7
09 Cataluña;Otros;2022T4;2,3
09 Cataluña;Otros;2022T3;2,1
09 Cataluña;Otros;2022T2;2,1
09 Cataluña;Otros;2022T1;2,6
09 Cataluña;Otros;2021T4;2,1
09 Cataluña;Otros;2021T3;1,5
09 Cataluña;Otros;2021T2;2,1
09 Cataluña;Otros;2021T1;2
09 Cataluña;Otros;2020T4;1,5
09 Cataluña;Otros;2020T3;2
09 Cataluña;Otros;2020T2;3,6
09 Cataluña;Otros;2020T1;2,6
09 Cataluña;Otros;2019T4;1,6
09 Cataluña;Otros;2019T3;2,2
09 Cataluña;Otros;2019T2;1,7
09 Cataluña;Otros;2019T1;0,9
09 Cataluña;Otros;2018T4;1,6
09 Cataluña;Otros;2018T3;1
09 Cataluña;Otros;2018T2;1,5
09 Cataluña;Otros;2018T1;2,1
09 Cataluña;Otros;2017T4;1,4
09 Cataluña;Otros;2017T3;1,5
09 Cataluña;Otros;2017T2;2,1
09 Cataluña;Otros;2017T1;1,3
09 Cataluña;Otros;2016T4;1,8
09 Cataluña;Otros;2016T3;1,5
09 Cataluña;Otros;2016T2;1,8
09 Cataluña;Otros;2016T1;2,2
09 Cataluña;Otros;2015T4;2,2
09 Cataluña;Otros;2015T3;1,2
09 Cataluña;Otros;2015T2;2,3
09 Cataluña;Otros;2015T1;1,7
09 Cataluña;Otros;2014T4;1,4
09 Cataluña;Otros;2014T3;1,4
09 Cataluña;Otros;2014T2;2,1
09 Cataluña;Otros;2014T1;2,6
09 Cataluña;Otros;2013T4;2,9
09 Cataluña;Otros;2013T3;1,9
10 Comunitat Valenciana;Total;2024T4;100
10 Comunitat Valenciana;Total;2024T3;100
10 Comunitat Valenciana;Total;2024T2;100
10 Comunitat Valenciana;Total;2024T1;100
10 Comunitat Valenciana;Total;2023T4;100
10 Comunitat Valenciana;Total;2023T3;100
10 Comunitat Valenciana;Total;2023T2;100
10 Comunitat Valenciana;Total;2023T1;100
10 Comunitat Valenciana;Total;2022T4;100
10 Comunitat Valenciana;Total;2022T3;100
10 Comunitat Valenciana;Total;2022T2;100
10 Comunitat Valenciana;Total;2022T1;100
10 Comunitat Valenciana;Total;2021T4;100
10 Comunitat Valenciana;Total;2021T3;100
10 Comunitat Valenciana;Total;2021T2;100
10 Comunitat Valenciana;Total;2021T1;100
10 Comunitat Valenciana;Total;2020T4;100
10 Comunitat Valenciana;Total;2020T3;100
10 Comunitat Valenciana;Total;2020T2;100
10 Comunitat Valenciana;Total;2020T1;100
10 Comunitat Valenciana;Total;2019T4;100
10 Comunitat Valenciana;Total;2019T3;100
10 Comunitat Valenciana;Total;2019T2;100
10 Comunitat Valenciana;Total;2019T1;100
10 Comunitat Valenciana;Total;2018T4;100
10 Comunitat Valenciana;Total;2018T3;100
10 Comunitat Valenciana;Total;2018T2;100
10 Comunitat Valenciana;Total;2018T1;100
10 Comunitat Valenciana;Total;2017T4;100
10 Comunitat Valenciana;Total;2017T3;100
10 Comunitat Valenciana;Total;2017T2;100
10 Comunitat Valenciana;Total;2017T1;100
10 Comunitat Valenciana;Total;2016T4;100
10 Comunitat Valenciana;Total;2016T3;100
10 Comunitat Valenciana;Total;2016T2;100
10 Comunitat Valenciana;Total;2016T1;100
10 Comunitat Valenciana;Total;2015T4;100
10 Comunitat Valenciana;Total;2015T3;100
10 Comunitat Valenciana;Total;2015T2;100
10 Comunitat Valenciana;Total;2015T1;100
10 Comunitat Valenciana;Total;2014T4;100
10 Comunitat Valenciana;Total;2014T3;100
10 Comunitat Valenciana;Total;2014T2;100
10 Comunitat Valenciana;Total;2014T1;100
10 Comunitat Valenciana;Total;2013T4;100
10 Comunitat Valenciana;Total;2013T3;100
10 Comunitat Valenciana;No se necesita ningún trabajador;2024T4;92,9
10 Comunitat Valenciana;No se necesita ningún trabajador;2024T3;91,6
10 Comunitat Valenciana;No se necesita ningún trabajador;2024T2;92,5
10 Comunitat Valenciana;No se necesita ningún trabajador;2024T1;91,9
10 Comunitat Valenciana;No se necesita ningún trabajador;2023T4;93,3
10 Comunitat Valenciana;No se necesita ningún trabajador;2023T3;94,4
10 Comunitat Valenciana;No se necesita ningún trabajador;2023T2;94,8
10 Comunitat Valenciana;No se necesita ningún trabajador;2023T1;95,5
10 Comunitat Valenciana;No se necesita ningún trabajador;2022T4;95,9
10 Comunitat Valenciana;No se necesita ningún trabajador;2022T3;94,7
10 Comunitat Valenciana;No se necesita ningún trabajador;2022T2;93,7
10 Comunitat Valenciana;No se necesita ningún trabajador;2022T1;94,9
10 Comunitat Valenciana;No se necesita ningún trabajador;2021T4;95,1
10 Comunitat Valenciana;No se necesita ningún trabajador;2021T3;96
10 Comunitat Valenciana;No se necesita ningún trabajador;2021T2;96,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2021T1;96,9
10 Comunitat Valenciana;No se necesita ningún trabajador;2020T4;95,4
10 Comunitat Valenciana;No se necesita ningún trabajador;2020T3;96,1
10 Comunitat Valenciana;No se necesita ningún trabajador;2020T2;95,9
10 Comunitat Valenciana;No se necesita ningún trabajador;2020T1;94,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2019T4;92,8
10 Comunitat Valenciana;No se necesita ningún trabajador;2019T3;93,5
10 Comunitat Valenciana;No se necesita ningún trabajador;2019T2;93,4
10 Comunitat Valenciana;No se necesita ningún trabajador;2019T1;94,6
10 Comunitat Valenciana;No se necesita ningún trabajador;2018T4;94,4
10 Comunitat Valenciana;No se necesita ningún trabajador;2018T3;94,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2018T2;93,3
10 Comunitat Valenciana;No se necesita ningún trabajador;2018T1;96,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2017T4;95,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2017T3;95,3
10 Comunitat Valenciana;No se necesita ningún trabajador;2017T2;94,7
10 Comunitat Valenciana;No se necesita ningún trabajador;2017T1;94
10 Comunitat Valenciana;No se necesita ningún trabajador;2016T4;93,9
10 Comunitat Valenciana;No se necesita ningún trabajador;2016T3;94,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2016T2;94,5
10 Comunitat Valenciana;No se necesita ningún trabajador;2016T1;93,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2015T4;94,3
10 Comunitat Valenciana;No se necesita ningún trabajador;2015T3;95,5
10 Comunitat Valenciana;No se necesita ningún trabajador;2015T2;92,8
10 Comunitat Valenciana;No se necesita ningún trabajador;2015T1;94
10 Comunitat Valenciana;No se necesita ningún trabajador;2014T4;95,1
10 Comunitat Valenciana;No se necesita ningún trabajador;2014T3;93,3
10 Comunitat Valenciana;No se necesita ningún trabajador;2014T2;94,5
10 Comunitat Valenciana;No se necesita ningún trabajador;2014T1;94,5
10 Comunitat Valenciana;No se necesita ningún trabajador;2013T4;95,2
10 Comunitat Valenciana;No se necesita ningún trabajador;2013T3;95,3
10 Comunitat Valenciana;Elevado coste de contratación;2024T4;4,4
10 Comunitat Valenciana;Elevado coste de contratación;2024T3;5,1
10 Comunitat Valenciana;Elevado coste de contratación;2024T2;4,1
10 Comunitat Valenciana;Elevado coste de contratación;2024T1;4,3
10 Comunitat Valenciana;Elevado coste de contratación;2023T4;3,8
10 Comunitat Valenciana;Elevado coste de contratación;2023T3;3,4
10 Comunitat Valenciana;Elevado coste de contratación;2023T2;3,3
10 Comunitat Valenciana;Elevado coste de contratación;2023T1;3,3
10 Comunitat Valenciana;Elevado coste de contratación;2022T4;2,5
10 Comunitat Valenciana;Elevado coste de contratación;2022T3;3,4
10 Comunitat Valenciana;Elevado coste de contratación;2022T2;2,2
10 Comunitat Valenciana;Elevado coste de contratación;2022T1;3,8
10 Comunitat Valenciana;Elevado coste de contratación;2021T4;2,8
10 Comunitat Valenciana;Elevado coste de contratación;2021T3;1,4
10 Comunitat Valenciana;Elevado coste de contratación;2021T2;2
10 Comunitat Valenciana;Elevado coste de contratación;2021T1;1,9
10 Comunitat Valenciana;Elevado coste de contratación;2020T4;2,6
10 Comunitat Valenciana;Elevado coste de contratación;2020T3;1,9
10 Comunitat Valenciana;Elevado coste de contratación;2020T2;2,5
10 Comunitat Valenciana;Elevado coste de contratación;2020T1;2,8
10 Comunitat Valenciana;Elevado coste de contratación;2019T4;5,5
10 Comunitat Valenciana;Elevado coste de contratación;2019T3;4,6
10 Comunitat Valenciana;Elevado coste de contratación;2019T2;4,1
10 Comunitat Valenciana;Elevado coste de contratación;2019T1;3,8
10 Comunitat Valenciana;Elevado coste de contratación;2018T4;3,8
10 Comunitat Valenciana;Elevado coste de contratación;2018T3;4,1
10 Comunitat Valenciana;Elevado coste de contratación;2018T2;4,1
10 Comunitat Valenciana;Elevado coste de contratación;2018T1;1,8
10 Comunitat Valenciana;Elevado coste de contratación;2017T4;2,8
10 Comunitat Valenciana;Elevado coste de contratación;2017T3;2,2
10 Comunitat Valenciana;Elevado coste de contratación;2017T2;4,1
10 Comunitat Valenciana;Elevado coste de contratación;2017T1;4,9
10 Comunitat Valenciana;Elevado coste de contratación;2016T4;5
10 Comunitat Valenciana;Elevado coste de contratación;2016T3;3,8
10 Comunitat Valenciana;Elevado coste de contratación;2016T2;4
10 Comunitat Valenciana;Elevado coste de contratación;2016T1;4,9
10 Comunitat Valenciana;Elevado coste de contratación;2015T4;4,6
10 Comunitat Valenciana;Elevado coste de contratación;2015T3;3,2
10 Comunitat Valenciana;Elevado coste de contratación;2015T2;4,7
10 Comunitat Valenciana;Elevado coste de contratación;2015T1;4,4
10 Comunitat Valenciana;Elevado coste de contratación;2014T4;3,5
10 Comunitat Valenciana;Elevado coste de contratación;2014T3;5,6
10 Comunitat Valenciana;Elevado coste de contratación;2014T2;4,6
10 Comunitat Valenciana;Elevado coste de contratación;2014T1;4,1
10 Comunitat Valenciana;Elevado coste de contratación;2013T4;3
10 Comunitat Valenciana;Elevado coste de contratación;2013T3;3,2
10 Comunitat Valenciana;Otros;2024T4;2,7
10 Comunitat Valenciana;Otros;2024T3;3,3
10 Comunitat Valenciana;Otros;2024T2;3,4
10 Comunitat Valenciana;Otros;2024T1;3,8
10 Comunitat Valenciana;Otros;2023T4;2,9
10 Comunitat Valenciana;Otros;2023T3;2,2
10 Comunitat Valenciana;Otros;2023T2;1,9
10 Comunitat Valenciana;Otros;2023T1;1,2
10 Comunitat Valenciana;Otros;2022T4;1,6
10 Comunitat Valenciana;Otros;2022T3;1,9
10 Comunitat Valenciana;Otros;2022T2;4,1
10 Comunitat Valenciana;Otros;2022T1;1,3
10 Comunitat Valenciana;Otros;2021T4;2,1
10 Comunitat Valenciana;Otros;2021T3;2,6
10 Comunitat Valenciana;Otros;2021T2;1,8
10 Comunitat Valenciana;Otros;2021T1;1,2
10 Comunitat Valenciana;Otros;2020T4;2
10 Comunitat Valenciana;Otros;2020T3;2
10 Comunitat Valenciana;Otros;2020T2;1,6
10 Comunitat Valenciana;Otros;2020T1;3
10 Comunitat Valenciana;Otros;2019T4;1,7
10 Comunitat Valenciana;Otros;2019T3;1,9
10 Comunitat Valenciana;Otros;2019T2;2,5
10 Comunitat Valenciana;Otros;2019T1;1,6
10 Comunitat Valenciana;Otros;2018T4;1,8
10 Comunitat Valenciana;Otros;2018T3;1,7
10 Comunitat Valenciana;Otros;2018T2;2,6
10 Comunitat Valenciana;Otros;2018T1;2
10 Comunitat Valenciana;Otros;2017T4;2
10 Comunitat Valenciana;Otros;2017T3;2,5
10 Comunitat Valenciana;Otros;2017T2;1,2
10 Comunitat Valenciana;Otros;2017T1;1,1
10 Comunitat Valenciana;Otros;2016T4;1,1
10 Comunitat Valenciana;Otros;2016T3;2
10 Comunitat Valenciana;Otros;2016T2;1,5
10 Comunitat Valenciana;Otros;2016T1;1,9
10 Comunitat Valenciana;Otros;2015T4;1,1
10 Comunitat Valenciana;Otros;2015T3;1,3
10 Comunitat Valenciana;Otros;2015T2;2,5
10 Comunitat Valenciana;Otros;2015T1;1,6
10 Comunitat Valenciana;Otros;2014T4;1,4
10 Comunitat Valenciana;Otros;2014T3;1,1
10 Comunitat Valenciana;Otros;2014T2;0,9
10 Comunitat Valenciana;Otros;2014T1;1,4
10 Comunitat Valenciana;Otros;2013T4;1,8
10 Comunitat Valenciana;Otros;2013T3;1,5
11 Extremadura;Total;2024T4;100
11 Extremadura;Total;2024T3;100
11 Extremadura;Total;2024T2;100
11 Extremadura;Total;2024T1;100
11 Extremadura;Total;2023T4;100
11 Extremadura;Total;2023T3;100
11 Extremadura;Total;2023T2;100
11 Extremadura;Total;2023T1;100
11 Extremadura;Total;2022T4;100
11 Extremadura;Total;2022T3;100
11 Extremadura;Total;2022T2;100
11 Extremadura;Total;2022T1;100
11 Extremadura;Total;2021T4;100
11 Extremadura;Total;2021T3;100
11 Extremadura;Total;2021T2;100
11 Extremadura;Total;2021T1;100
11 Extremadura;Total;2020T4;100
11 Extremadura;Total;2020T3;100
11 Extremadura;Total;2020T2;100
11 Extremadura;Total;2020T1;100
11 Extremadura;Total;2019T4;100
11 Extremadura;Total;2019T3;100
11 Extremadura;Total;2019T2;100
11 Extremadura;Total;2019T1;100
11 Extremadura;Total;2018T4;100
11 Extremadura;Total;2018T3;100
11 Extremadura;Total;2018T2;100
11 Extremadura;Total;2018T1;100
11 Extremadura;Total;2017T4;100
11 Extremadura;Total;2017T3;100
11 Extremadura;Total;2017T2;100
11 Extremadura;Total;2017T1;100
11 Extremadura;Total;2016T4;100
11 Extremadura;Total;2016T3;100
11 Extremadura;Total;2016T2;100
11 Extremadura;Total;2016T1;100
11 Extremadura;Total;2015T4;100
11 Extremadura;Total;2015T3;100
11 Extremadura;Total;2015T2;100
11 Extremadura;Total;2015T1;100
11 Extremadura;Total;2014T4;100
11 Extremadura;Total;2014T3;100
11 Extremadura;Total;2014T2;100
11 Extremadura;Total;2014T1;100
11 Extremadura;Total;2013T4;100
11 Extremadura;Total;2013T3;100
11 Extremadura;No se necesita ningún trabajador;2024T4;90,6
11 Extremadura;No se necesita ningún trabajador;2024T3;92,8
11 Extremadura;No se necesita ningún trabajador;2024T2;93,1
11 Extremadura;No se necesita ningún trabajador;2024T1;91,4
11 Extremadura;No se necesita ningún trabajador;2023T4;91
11 Extremadura;No se necesita ningún trabajador;2023T3;88,9
11 Extremadura;No se necesita ningún trabajador;2023T2;89,4
11 Extremadura;No se necesita ningún trabajador;2023T1;88,3
11 Extremadura;No se necesita ningún trabajador;2022T4;93,1
11 Extremadura;No se necesita ningún trabajador;2022T3;92,3
11 Extremadura;No se necesita ningún trabajador;2022T2;91,5
11 Extremadura;No se necesita ningún trabajador;2022T1;93
11 Extremadura;No se necesita ningún trabajador;2021T4;94,2
11 Extremadura;No se necesita ningún trabajador;2021T3;91,9
11 Extremadura;No se necesita ningún trabajador;2021T2;92,7
11 Extremadura;No se necesita ningún trabajador;2021T1;91,4
11 Extremadura;No se necesita ningún trabajador;2020T4;90,8
11 Extremadura;No se necesita ningún trabajador;2020T3;91,2
11 Extremadura;No se necesita ningún trabajador;2020T2;93,8
11 Extremadura;No se necesita ningún trabajador;2020T1;89,9
11 Extremadura;No se necesita ningún trabajador;2019T4;91,2
11 Extremadura;No se necesita ningún trabajador;2019T3;89,9
11 Extremadura;No se necesita ningún trabajador;2019T2;91,3
11 Extremadura;No se necesita ningún trabajador;2019T1;91,4
11 Extremadura;No se necesita ningún trabajador;2018T4;91,4
11 Extremadura;No se necesita ningún trabajador;2018T3;88,5
11 Extremadura;No se necesita ningún trabajador;2018T2;92,2
11 Extremadura;No se necesita ningún trabajador;2018T1;90,1
11 Extremadura;No se necesita ningún trabajador;2017T4;90,8
11 Extremadura;No se necesita ningún trabajador;2017T3;93,9
11 Extremadura;No se necesita ningún trabajador;2017T2;90,6
11 Extremadura;No se necesita ningún trabajador;2017T1;90,1
11 Extremadura;No se necesita ningún trabajador;2016T4;89,2
11 Extremadura;No se necesita ningún trabajador;2016T3;87,7
11 Extremadura;No se necesita ningún trabajador;2016T2;90,5
11 Extremadura;No se necesita ningún trabajador;2016T1;93
11 Extremadura;No se necesita ningún trabajador;2015T4;87,7
11 Extremadura;No se necesita ningún trabajador;2015T3;91
11 Extremadura;No se necesita ningún trabajador;2015T2;92,3
11 Extremadura;No se necesita ningún trabajador;2015T1;92,1
11 Extremadura;No se necesita ningún trabajador;2014T4;89,5
11 Extremadura;No se necesita ningún trabajador;2014T3;90,6
11 Extremadura;No se necesita ningún trabajador;2014T2;91,7
11 Extremadura;No se necesita ningún trabajador;2014T1;89,7
11 Extremadura;No se necesita ningún trabajador;2013T4;91,8
11 Extremadura;No se necesita ningún trabajador;2013T3;91,8
11 Extremadura;Elevado coste de contratación;2024T4;8
11 Extremadura;Elevado coste de contratación;2024T3;4,7
11 Extremadura;Elevado coste de contratación;2024T2;4
11 Extremadura;Elevado coste de contratación;2024T1;6
11 Extremadura;Elevado coste de contratación;2023T4;6
11 Extremadura;Elevado coste de contratación;2023T3;8,7
11 Extremadura;Elevado coste de contratación;2023T2;7,7
11 Extremadura;Elevado coste de contratación;2023T1;9,2
11 Extremadura;Elevado coste de contratación;2022T4;6,2
11 Extremadura;Elevado coste de contratación;2022T3;5,6
11 Extremadura;Elevado coste de contratación;2022T2;6,2
11 Extremadura;Elevado coste de contratación;2022T1;5
11 Extremadura;Elevado coste de contratación;2021T4;3
11 Extremadura;Elevado coste de contratación;2021T3;5,5
11 Extremadura;Elevado coste de contratación;2021T2;4,7
11 Extremadura;Elevado coste de contratación;2021T1;6,1
11 Extremadura;Elevado coste de contratación;2020T4;6,9
11 Extremadura;Elevado coste de contratación;2020T3;6,5
11 Extremadura;Elevado coste de contratación;2020T2;4,6
11 Extremadura;Elevado coste de contratación;2020T1;6,8
11 Extremadura;Elevado coste de contratación;2019T4;6,1
11 Extremadura;Elevado coste de contratación;2019T3;6,8
11 Extremadura;Elevado coste de contratación;2019T2;6,3
11 Extremadura;Elevado coste de contratación;2019T1;5,6
11 Extremadura;Elevado coste de contratación;2018T4;6,1
11 Extremadura;Elevado coste de contratación;2018T3;7,2
11 Extremadura;Elevado coste de contratación;2018T2;4,9
11 Extremadura;Elevado coste de contratación;2018T1;7,4
11 Extremadura;Elevado coste de contratación;2017T4;5,4
11 Extremadura;Elevado coste de contratación;2017T3;4,1
11 Extremadura;Elevado coste de contratación;2017T2;6,2
11 Extremadura;Elevado coste de contratación;2017T1;7
11 Extremadura;Elevado coste de contratación;2016T4;8,3
11 Extremadura;Elevado coste de contratación;2016T3;10,3
11 Extremadura;Elevado coste de contratación;2016T2;7,4
11 Extremadura;Elevado coste de contratación;2016T1;5,7
11 Extremadura;Elevado coste de contratación;2015T4;10,2
11 Extremadura;Elevado coste de contratación;2015T3;6,7
11 Extremadura;Elevado coste de contratación;2015T2;6
11 Extremadura;Elevado coste de contratación;2015T1;4,4
11 Extremadura;Elevado coste de contratación;2014T4;5,8
11 Extremadura;Elevado coste de contratación;2014T3;7,3
11 Extremadura;Elevado coste de contratación;2014T2;4,8
11 Extremadura;Elevado coste de contratación;2014T1;7,3
11 Extremadura;Elevado coste de contratación;2013T4;5,5
11 Extremadura;Elevado coste de contratación;2013T3;5,1
11 Extremadura;Otros;2024T4;1,4
11 Extremadura;Otros;2024T3;2,5
11 Extremadura;Otros;2024T2;2,9
11 Extremadura;Otros;2024T1;2,6
11 Extremadura;Otros;2023T4;3
11 Extremadura;Otros;2023T3;2,4
11 Extremadura;Otros;2023T2;2,9
11 Extremadura;Otros;2023T1;2,5
11 Extremadura;Otros;2022T4;0,7
11 Extremadura;Otros;2022T3;2,1
11 Extremadura;Otros;2022T2;2,3
11 Extremadura;Otros;2022T1;2
11 Extremadura;Otros;2021T4;2,8
11 Extremadura;Otros;2021T3;2,6
11 Extremadura;Otros;2021T2;2,6
11 Extremadura;Otros;2021T1;2,5
11 Extremadura;Otros;2020T4;2,3
11 Extremadura;Otros;2020T3;2,3
11 Extremadura;Otros;2020T2;1,6
11 Extremadura;Otros;2020T1;3,3
11 Extremadura;Otros;2019T4;2,7
11 Extremadura;Otros;2019T3;3,3
11 Extremadura;Otros;2019T2;2,4
11 Extremadura;Otros;2019T1;3
11 Extremadura;Otros;2018T4;2,5
11 Extremadura;Otros;2018T3;4,3
11 Extremadura;Otros;2018T2;2,9
11 Extremadura;Otros;2018T1;2,5
11 Extremadura;Otros;2017T4;3,8
11 Extremadura;Otros;2017T3;2
11 Extremadura;Otros;2017T2;3,2
11 Extremadura;Otros;2017T1;2,9
11 Extremadura;Otros;2016T4;2,5
11 Extremadura;Otros;2016T3;2
11 Extremadura;Otros;2016T2;2,1
11 Extremadura;Otros;2016T1;1,3
11 Extremadura;Otros;2015T4;2,1
11 Extremadura;Otros;2015T3;2,3
11 Extremadura;Otros;2015T2;1,7
11 Extremadura;Otros;2015T1;3,5
11 Extremadura;Otros;2014T4;4,7
11 Extremadura;Otros;2014T3;2,1
11 Extremadura;Otros;2014T2;3,5
11 Extremadura;Otros;2014T1;3
11 Extremadura;Otros;2013T4;2,8
11 Extremadura;Otros;2013T3;3,1
